,COUNTRY,PATENT,CITING_COUNTRY,PATENT_COUNTRY_NUMBER
5903048,AT,5,NO-COUNTRY,0
5903568,AU,15,NO-COUNTRY,0
5904156,BE,20,NO-COUNTRY,0
5904454,BG,3,NO-COUNTRY,0
5904951,CA,113,NO-COUNTRY,0
5907055,CH,40,NO-COUNTRY,0
5908267,CO,1,NO-COUNTRY,0
5913660,DE,462,NO-COUNTRY,0
5922062,DK,5,NO-COUNTRY,0
5922242,ES,1,NO-COUNTRY,0
5922373,FI,2,NO-COUNTRY,0
5923724,FR,335,NO-COUNTRY,0
5927633,GB,208,NO-COUNTRY,0
5930441,HK,10,NO-COUNTRY,0
5931069,IL,13,NO-COUNTRY,0
5931713,IT,78,NO-COUNTRY,0
5939536,JP,1765,NO-COUNTRY,0
5954240,LU,3,NO-COUNTRY,0
5954283,MW,1,NO-COUNTRY,0
5954642,NL,83,NO-COUNTRY,0
5955444,NO,1,NO-COUNTRY,0
5955544,NZ,1,NO-COUNTRY,0
5955689,PL,11,NO-COUNTRY,0
5955763,RO,2,NO-COUNTRY,0
5955785,SA,1,NO-COUNTRY,0
5955974,SE,30,NO-COUNTRY,0
5957560,SU,58,NO-COUNTRY,0
5959154,TW,9,NO-COUNTRY,0
5975347,US,4147,NO-COUNTRY,0
6019440,ZA,6,NO-COUNTRY,0
