,COUNTRY,PATENT,CITING_COUNTRY,PATENT_COUNTRY_NUMBER
7118212,AE,1,NO-COUNTRY,0
7118229,AR,9,NO-COUNTRY,0
7118850,AT,141,NO-COUNTRY,0
7119417,AU,207,NO-COUNTRY,0
7120143,BE,151,NO-COUNTRY,0
7120394,BG,8,NO-COUNTRY,0
7120451,BR,23,NO-COUNTRY,0
7122678,CA,850,NO-COUNTRY,0
7125351,CH,394,NO-COUNTRY,0
7125851,CN,18,NO-COUNTRY,0
7125878,CR,1,NO-COUNTRY,0
7125988,CS,20,NO-COUNTRY,0
7126008,CY,3,NO-COUNTRY,0
7140918,DE,2601,NO-COUNTRY,0
7143752,DK,56,NO-COUNTRY,0
7143808,DO,1,NO-COUNTRY,0
7143810,EC,1,NO-COUNTRY,0
7143966,ES,44,NO-COUNTRY,0
7144518,FI,90,NO-COUNTRY,0
7149521,FR,903,NO-COUNTRY,0
7154671,GB,861,NO-COUNTRY,0
7155547,GR,1,NO-COUNTRY,0
7155548,GT,2,NO-COUNTRY,0
7155598,HK,19,NO-COUNTRY,0
7155617,HN,1,NO-COUNTRY,0
7156092,HU,26,NO-COUNTRY,0
7156123,ID,1,NO-COUNTRY,0
7156223,IE,18,NO-COUNTRY,0
7156690,IL,80,NO-COUNTRY,0
7156832,IR,2,NO-COUNTRY,0
7156835,IS,3,NO-COUNTRY,0
7158730,IT,461,NO-COUNTRY,0
7206065,JP,5859,NO-COUNTRY,0
7212253,KR,40,NO-COUNTRY,0
7212297,KY,1,NO-COUNTRY,0
7212309,LI,12,NO-COUNTRY,0
7212354,LU,8,NO-COUNTRY,0
7212367,MC,2,NO-COUNTRY,0
7212408,MX,10,NO-COUNTRY,0
7213854,NL,262,NO-COUNTRY,0
7214223,NO,74,NO-COUNTRY,0
7214353,NZ,29,NO-COUNTRY,0
7214382,PA,2,NO-COUNTRY,0
7214385,PE,4,NO-COUNTRY,0
7214393,PH,3,NO-COUNTRY,0
7214448,PL,8,NO-COUNTRY,0
7214470,PT,1,NO-COUNTRY,0
7214482,SA,2,NO-COUNTRY,0
7215440,SE,285,NO-COUNTRY,0
7215744,SG,3,NO-COUNTRY,0
7216488,SU,135,NO-COUNTRY,0
7216624,TH,1,NO-COUNTRY,0
7216626,TR,1,NO-COUNTRY,0
7217144,TW,342,NO-COUNTRY,0
7283067,US,18530,NO-COUNTRY,0
7301601,UY,1,NO-COUNTRY,0
7301655,VE,7,NO-COUNTRY,0
7301693,YU,5,NO-COUNTRY,0
7301847,ZA,39,NO-COUNTRY,0
