,COUNTRY,PATENT,CITING_COUNTRY,PATENT_COUNTRY_NUMBER
5033703,AR,5,NO-COUNTRY,0
5033951,AT,23,NO-COUNTRY,0
5034353,AU,32,NO-COUNTRY,0
5035321,BE,38,NO-COUNTRY,0
5035572,BG,7,NO-COUNTRY,0
5036800,CA,137,NO-COUNTRY,0
5036937,CA,137,US,3
5040674,CH,179,GB,2
5040853,CH,179,NO-COUNTRY,0
5041032,CH,179,US,2
5043491,CL,1,NO-COUNTRY,0
5043634,CS,5,NO-COUNTRY,0
5066763,DE,1210,JP,7
5067973,DE,1210,NO-COUNTRY,0
5094260,DK,27,NO-COUNTRY,0
5094480,ES,26,NO-COUNTRY,0
5094634,FI,6,NO-COUNTRY,0
5097477,FR,428,NO-COUNTRY,0
5097905,FR,428,US,2
5109182,GB,465,NO-COUNTRY,0
5109647,GB,465,US,1
5117716,HU,60,NO-COUNTRY,0
5117865,IE,3,NO-COUNTRY,0
5117914,IL,25,NO-COUNTRY,0
5118055,IN,5,NO-COUNTRY,0
5119251,IT,148,NO-COUNTRY,0
5120222,JM,1,NO-COUNTRY,0
5168351,JP,916,NO-COUNTRY,0
5199494,KR,1,NO-COUNTRY,0
5199569,MX,6,NO-COUNTRY,0
5200154,NL,43,NO-COUNTRY,0
5201570,NO,8,NO-COUNTRY,0
5201667,NZ,4,NO-COUNTRY,0
5201712,PE,4,NO-COUNTRY,0
5201724,PH,1,NO-COUNTRY,0
5201761,PL,2,NO-COUNTRY,0
5201816,RO,6,NO-COUNTRY,0
5202150,SE,91,DE,1
5202241,SE,91,NO-COUNTRY,0
5203950,SG,1,NO-COUNTRY,0
5204588,SU,112,NO-COUNTRY,0
5206446,TH,1,NO-COUNTRY,0
5206454,TT,2,NO-COUNTRY,0
5206466,TW,3,NO-COUNTRY,0
5316884,US,3596,NO-COUNTRY,0
5594460,ZA,3,NO-COUNTRY,0
5594520,ZW,1,NO-COUNTRY,0
