,COUNTRY,PATENT,CITING_COUNTRY,PATENT_COUNTRY_NUMBER
5708553,AT,6,NO-COUNTRY,0
5708910,AU,14,NO-COUNTRY,0
5709309,BE,10,NO-COUNTRY,0
5709505,BG,1,NO-COUNTRY,0
5709865,CA,82,NO-COUNTRY,0
5711459,CH,35,NO-COUNTRY,0
5715962,DE,302,NO-COUNTRY,0
5722271,DK,6,NO-COUNTRY,0
5722547,FI,1,NO-COUNTRY,0
5723399,FR,271,NO-COUNTRY,0
5726335,GB,153,NO-COUNTRY,0
5728721,HU,11,NO-COUNTRY,0
5728945,IL,7,NO-COUNTRY,0
5729056,IN,1,NO-COUNTRY,0
5729474,IT,44,NO-COUNTRY,0
5734092,JP,1052,NO-COUNTRY,0
5743248,MM,1,NO-COUNTRY,0
5743528,NL,93,NO-COUNTRY,0
5744361,PL,2,NO-COUNTRY,0
5744644,SE,25,NO-COUNTRY,0
5745988,SU,63,NO-COUNTRY,0
5747410,TW,4,NO-COUNTRY,0
5759408,US,3521,NO-COUNTRY,0
