,COUNTRY,PATENT,CITING_COUNTRY,PATENT_COUNTRY_NUMBER
6927673,AR,2,NO-COUNTRY,0
6927701,AT,124,NO-COUNTRY,0
6928452,AU,159,NO-COUNTRY,0
6928611,AU,159,US,2
6929377,BE,308,NO-COUNTRY,0
6930185,BM,1,NO-COUNTRY,0
6930197,BR,12,NO-COUNTRY,0
6930255,BS,8,NO-COUNTRY,0
6930265,CA,649,NO-COUNTRY,0
6933460,CH,725,NO-COUNTRY,0
6935820,CN,32,NO-COUNTRY,0
6935940,CO,2,NO-COUNTRY,0
6935946,CS,32,NO-COUNTRY,0
6936043,CY,2,NO-COUNTRY,0
6936046,DE,5837,NO-COUNTRY,0
6954790,DK,53,NO-COUNTRY,0
6955149,ES,50,NO-COUNTRY,0
6955358,FI,119,NO-COUNTRY,0
6955732,FR,1405,NO-COUNTRY,0
6961850,GB,1178,NO-COUNTRY,0
6967338,GR,6,NO-COUNTRY,0
6967351,GT,1,NO-COUNTRY,0
6967352,HK,2,NO-COUNTRY,0
6967410,HU,273,NO-COUNTRY,0
6968266,IE,18,NO-COUNTRY,0
6968374,IL,146,NO-COUNTRY,0
6968999,IN,23,NO-COUNTRY,0
6969045,IT,720,NO-COUNTRY,0
6971468,JP,11475,NO-COUNTRY,0
7025389,KR,44,NO-COUNTRY,0
7025624,KW,4,NO-COUNTRY,0
7025652,LU,6,NO-COUNTRY,0
7025713,MC,4,NO-COUNTRY,0
7025724,MX,13,NO-COUNTRY,0
7025781,NL,500,NO-COUNTRY,0
7027613,NO,40,NO-COUNTRY,0
7027815,NZ,4,NO-COUNTRY,0
7027917,PH,3,NO-COUNTRY,0
7027926,PL,39,NO-COUNTRY,0
7027999,PT,15,NO-COUNTRY,0
7028022,SA,4,NO-COUNTRY,0
7028033,SE,254,NO-COUNTRY,0
7029406,SG,1,NO-COUNTRY,0
7029427,SU,159,NO-COUNTRY,0
7030295,TH,2,NO-COUNTRY,0
7030305,TW,58,NO-COUNTRY,0
7031020,US,17774,NO-COUNTRY,0
7117930,VE,59,NO-COUNTRY,0
7118002,YU,7,NO-COUNTRY,0
7118027,ZA,29,NO-COUNTRY,0
