,COUNTRY,PATENT,CITING_COUNTRY,PATENT_COUNTRY_NUMBER
2982848,AR,10,AU,5
2982858,AR,10,NO-COUNTRY,0
2983324,AT,250,CH,1
2983574,AT,250,DE,1
2983824,AT,250,FR,6
2984074,AT,250,IT,4
2984324,AT,250,JP,1
2984574,AT,250,NO-COUNTRY,0
2984824,AT,250,US,7
2985932,AU,98,CA,1
2986030,AU,98,GB,1
2986128,AU,98,NL,1
2986226,AU,98,NO-COUNTRY,0
2986324,AU,98,SE,1
2986422,AU,98,US,8
2988576,BE,115,AU,1
2988691,BE,115,DE,1
2988806,BE,115,JP,4
2988921,BE,115,NO-COUNTRY,0
2989036,BE,115,US,7
2989747,BG,16,NO-COUNTRY,0
2989780,BR,7,NO-COUNTRY,0
2989797,BS,1,NO-COUNTRY,0
2989799,BZ,1,US,1
2994066,CA,443,DE,1
2994509,CA,443,GB,1
2994952,CA,443,JP,14
2995395,CA,443,NO-COUNTRY,0
2995838,CA,443,US,25
3015588,CH,387,AT,3
3015975,CH,387,DE,15
3016362,CH,387,GB,1
3016749,CH,387,IT,2
3017136,CH,387,JP,2
3017523,CH,387,NO-COUNTRY,0
3017910,CH,387,SU,1
3018297,CH,387,US,15
3022470,CN,2,NO-COUNTRY,0
3022485,CR,1,NO-COUNTRY,0
3022967,CS,38,JP,3
3023005,CS,38,NO-COUNTRY,0
3145199,DE,3052,AT,10
3148251,DE,3052,AU,2
3151303,DE,3052,BE,1
3154355,DE,3052,CA,4
3157407,DE,3052,CH,17
3160459,DE,3052,DK,2
3163511,DE,3052,ES,2
3166563,DE,3052,FI,1
3169615,DE,3052,FR,33
3172667,DE,3052,GB,14
3175719,DE,3052,IT,18
3178771,DE,3052,JP,46
3181823,DE,3052,NL,3
3184875,DE,3052,NO-COUNTRY,0
3187927,DE,3052,PL,2
3190979,DE,3052,SE,8
3194031,DE,3052,SU,1
3197083,DE,3052,US,176
3224937,DK,60,FI,2
3224997,DK,60,JP,1
3225057,DK,60,NO-COUNTRY,0
3225117,DK,60,US,2
3225534,ES,32,DE,1
3225566,ES,32,NO-COUNTRY,0
3225598,ES,32,US,1
3226023,FI,52,GB,1
3226075,FI,52,JP,1
3226127,FI,52,NO-COUNTRY,0
3247905,FR,849,CA,1
3248754,FR,849,CH,4
3249603,FR,849,DE,20
3250452,FR,849,GB,10
3251301,FR,849,IT,2
3252150,FR,849,JP,21
3252999,FR,849,NO-COUNTRY,0
3253848,FR,849,SE,2
3254697,FR,849,US,78
3296147,GB,1106,AT,1
3297253,GB,1106,CA,6
3298359,GB,1106,DE,14
3299465,GB,1106,ES,2
3300571,GB,1106,FR,5
3301677,GB,1106,IT,3
3302783,GB,1106,JP,24
3303889,GB,1106,NL,2
3304995,GB,1106,NO-COUNTRY,0
3306101,GB,1106,US,80
3315023,GR,5,NO-COUNTRY,0
3315032,GT,1,NO-COUNTRY,0
3315044,HK,3,NO-COUNTRY,0
3316201,HU,30,NO-COUNTRY,0
3316231,HU,30,US,6
3316306,IE,8,NO-COUNTRY,0
3316690,IL,23,DE,1
3316713,IL,23,NO-COUNTRY,0
3316736,IL,23,US,1
3316886,IN,2,GB,1
3316888,IN,2,NO-COUNTRY,0
3316893,IR,1,NO-COUNTRY,0
3321874,IT,223,AT,1
3322097,IT,223,CH,2
3322320,IT,223,DE,2
3322543,IT,223,GB,1
3322766,IT,223,JP,4
3322989,IT,223,NL,2
3323212,IT,223,NO-COUNTRY,0
3323435,IT,223,US,13
3325917,JM,1,NO-COUNTRY,0
3465301,JP,3762,AT,14
3469063,JP,3762,BE,7
3472825,JP,3762,CA,1
3476587,JP,3762,CH,9
3480349,JP,3762,CS,16
3484111,JP,3762,DE,77
3487873,JP,3762,DK,1
3491635,JP,3762,ES,2
3495397,JP,3762,FR,28
3499159,JP,3762,GB,32
3502921,JP,3762,GR,8
3506683,JP,3762,IT,5
3510445,JP,3762,NO,1
3514207,JP,3762,NO-COUNTRY,0
3517969,JP,3762,RO,1
3521731,JP,3762,SE,3
3525493,JP,3762,SU,5
3529255,JP,3762,TW,3
3533017,JP,3762,US,275
3557525,KE,1,NO-COUNTRY,0
3557556,LI,6,FR,1
3557562,LI,6,NO-COUNTRY,0
3557575,LU,10,NO-COUNTRY,0
3557597,MC,1,NO-COUNTRY,0
3557604,MW,1,NO-COUNTRY,0
3557737,MX,27,NO-COUNTRY,0
3557819,MY,1,NO-COUNTRY,0
3557821,NG,1,NO-COUNTRY,0
3563546,NL,164,FR,2
3563710,NL,164,IT,3
3563874,NL,164,JP,4
3564038,NL,164,NO-COUNTRY,0
3564202,NL,164,US,4
3565521,NO,43,NO-COUNTRY,0
3565564,NO,43,US,2
3565688,NZ,9,NO-COUNTRY,0
3565697,NZ,9,US,4
3565764,PA,1,US,1
3565766,PE,3,NO-COUNTRY,0
3565776,PH,2,NO-COUNTRY,0
3565854,PL,19,NO-COUNTRY,0
3565888,PT,1,NO-COUNTRY,0
3565927,RO,1,NO-COUNTRY,0
3569000,SE,496,CA,5
3569496,SE,496,CH,1
3569992,SE,496,DE,13
3570488,SE,496,FR,6
3570984,SE,496,GB,4
3571480,SE,496,IT,4
3571976,SE,496,JP,9
3572472,SE,496,NL,4
3572968,SE,496,NO-COUNTRY,0
3573464,SE,496,US,37
3584536,SU,818,FR,23
3585354,SU,818,GB,15
3586172,SU,818,NO-COUNTRY,0
3586990,SU,818,US,30
3588979,TT,1,SE,1
3588990,TW,8,NO-COUNTRY,0
3588998,TW,8,US,1
4352133,US,15246,AT,3
4367379,US,15246,AU,1
4382625,US,15246,BE,2
4397871,US,15246,BR,4
4413117,US,15246,CA,51
4428363,US,15246,CH,14
4443609,US,15246,CO,1
4458855,US,15246,CS,1
4474101,US,15246,DE,111
4489347,US,15246,DK,2
4504593,US,15246,FI,4
4519839,US,15246,FR,52
4535085,US,15246,GB,64
4550331,US,15246,IT,14
4565577,US,15246,JP,161
4580823,US,15246,NL,17
4596069,US,15246,NO,2
4611315,US,15246,NO-COUNTRY,0
4626561,US,15246,SE,21
4641807,US,15246,SU,6
4657053,US,15246,TW,2
5033355,UY,2,NO-COUNTRY,0
5033382,YU,2,NO-COUNTRY,0
5033512,ZA,22,NO-COUNTRY,0
5033534,ZA,22,US,1
