,COUNTRY,PATENT,CITING_COUNTRY,PATENT_COUNTRY_NUMBER
8375782,AT,25,NO-COUNTRY,0
8376529,AU,57,NO-COUNTRY,0
8377270,AZ,5,NO-COUNTRY,0
8377759,BE,80,NO-COUNTRY,0
8378488,BR,7,NO-COUNTRY,0
8379519,CA,585,NO-COUNTRY,0
8383597,CH,77,NO-COUNTRY,0
8385133,CN,8,NO-COUNTRY,0
8385228,CO,1,NO-COUNTRY,0
8391368,DE,942,NO-COUNTRY,0
8402781,DK,16,NO-COUNTRY,0
8403251,ES,27,NO-COUNTRY,0
8403771,FI,134,NO-COUNTRY,0
8405882,FR,818,NO-COUNTRY,0
8411842,GB,689,NO-COUNTRY,0
8415661,GF,1,NO-COUNTRY,0
8415668,GR,6,NO-COUNTRY,0
8415698,GT,1,NO-COUNTRY,0
8415707,HK,11,NO-COUNTRY,0
8415911,HU,1,NO-COUNTRY,0
8416236,IE,43,NO-COUNTRY,0
8416505,IL,346,NO-COUNTRY,0
8417534,IN,15,NO-COUNTRY,0
8417605,IS,1,NO-COUNTRY,0
8418286,IT,201,NO-COUNTRY,0
8432999,JP,13999,NO-COUNTRY,0
8485506,KR,635,NO-COUNTRY,0
8488001,MY,2,NO-COUNTRY,0
8488377,NL,280,NO-COUNTRY,0
8489689,NO,17,NO-COUNTRY,0
8489919,NZ,3,NO-COUNTRY,0
8490024,PL,1,NO-COUNTRY,0
8490060,PT,2,NO-COUNTRY,0
8490066,RO,2,NO-COUNTRY,0
8490162,RU,22,NO-COUNTRY,0
8490490,SA,3,NO-COUNTRY,0
8490767,SE,315,NO-COUNTRY,0
8492111,SG,45,NO-COUNTRY,0
8492287,SI,2,NO-COUNTRY,0
8492674,TW,246,NO-COUNTRY,0
8495044,UA,9,NO-COUNTRY,0
8518852,US,22867,NO-COUNTRY,0
8622974,VE,5,NO-COUNTRY,0
8623066,ZA,23,NO-COUNTRY,0
