,COUNTRY,PATENT,CITING_COUNTRY,PATENT_COUNTRY_NUMBER
6019667,AT,11,NO-COUNTRY,0
6020077,AU,13,NO-COUNTRY,0
6020514,BE,11,NO-COUNTRY,0
6020764,BG,2,NO-COUNTRY,0
6020806,BR,1,NO-COUNTRY,0
6021092,CA,118,NO-COUNTRY,0
6022992,CH,63,NO-COUNTRY,0
6028558,DE,513,NO-COUNTRY,0
6036219,DK,6,NO-COUNTRY,0
6036396,ES,1,NO-COUNTRY,0
6036499,FI,4,NO-COUNTRY,0
6037604,FR,390,NO-COUNTRY,0
6040995,GB,236,NO-COUNTRY,0
6043612,GR,1,NO-COUNTRY,0
6043620,HK,3,NO-COUNTRY,0
6043884,HU,7,NO-COUNTRY,0
6044192,IE,1,NO-COUNTRY,0
6044275,IL,9,NO-COUNTRY,0
6044831,IT,121,NO-COUNTRY,0
6051450,JP,2204,NO-COUNTRY,0
6066474,KR,3,NO-COUNTRY,0
6066907,NL,143,NO-COUNTRY,0
6067692,NO,2,NO-COUNTRY,0
6067772,NZ,2,NO-COUNTRY,0
6068128,SE,55,NO-COUNTRY,0
6069401,SU,20,NO-COUNTRY,0
6070144,TW,4,NO-COUNTRY,0
6083738,US,4136,NO-COUNTRY,0
6122806,ZA,2,NO-COUNTRY,0
