,COUNTRY,PATENT,CITING_COUNTRY,PATENT_COUNTRY_NUMBER
8152727,AR,3,NO-COUNTRY,0
8152914,AT,20,NO-COUNTRY,0
8153559,AU,68,NO-COUNTRY,0
8154669,BE,63,NO-COUNTRY,0
8155201,BR,7,NO-COUNTRY,0
8156109,CA,334,NO-COUNTRY,0
8159882,CH,76,NO-COUNTRY,0
8161323,CN,15,NO-COUNTRY,0
8167334,DE,809,NO-COUNTRY,0
8178223,DK,11,NO-COUNTRY,0
8178520,EG,3,NO-COUNTRY,0
8178594,ES,7,NO-COUNTRY,0
8179015,FI,108,NO-COUNTRY,0
8181202,FR,630,NO-COUNTRY,0
8186911,GB,610,NO-COUNTRY,0
8190599,GR,1,NO-COUNTRY,0
8190614,HK,5,NO-COUNTRY,0
8190723,HR,1,NO-COUNTRY,0
8191135,IE,26,NO-COUNTRY,0
8191290,IL,230,NO-COUNTRY,0
8192031,IN,11,NO-COUNTRY,0
8192114,IS,1,NO-COUNTRY,0
8192784,IT,118,NO-COUNTRY,0
8207565,JP,12157,NO-COUNTRY,0
8254882,KR,413,NO-COUNTRY,0
8256593,LI,3,NO-COUNTRY,0
8256630,LU,3,NO-COUNTRY,0
8256707,MX,1,NO-COUNTRY,0
8256765,MY,2,NO-COUNTRY,0
8257132,NL,267,NO-COUNTRY,0
8258436,NO,30,NO-COUNTRY,0
8258652,NZ,4,NO-COUNTRY,0
8258774,PT,5,NO-COUNTRY,0
8258780,RO,1,NO-COUNTRY,0
8258912,RU,27,NO-COUNTRY,0
8259135,SA,2,NO-COUNTRY,0
8259384,SE,189,NO-COUNTRY,0
8260631,SG,17,NO-COUNTRY,0
8261077,TW,217,NO-COUNTRY,0
8284820,US,17516,NO-COUNTRY,0
8375399,ZA,8,NO-COUNTRY,0
