,COUNTRY,PATENT,CITING_COUNTRY,PATENT_COUNTRY_NUMBER
6487840,AR,2,NO-COUNTRY,0
6487942,AT,28,NO-COUNTRY,0
6488587,AU,41,NO-COUNTRY,0
6489187,BE,56,NO-COUNTRY,0
6489542,BR,1,NO-COUNTRY,0
6490129,CA,107,NO-COUNTRY,0
6492303,CH,163,NO-COUNTRY,0
6493591,CN,1,NO-COUNTRY,0
6493608,CO,4,NO-COUNTRY,0
6493645,CS,7,NO-COUNTRY,0
6493704,CU,1,NO-COUNTRY,0
6498496,DE,1418,NO-COUNTRY,0
6508316,DK,86,NO-COUNTRY,0
6508619,ES,30,NO-COUNTRY,0
6508846,FI,24,NO-COUNTRY,0
6510477,FR,434,NO-COUNTRY,0
6514667,GB,469,NO-COUNTRY,0
6517779,HU,322,NO-COUNTRY,0
6518283,IE,7,NO-COUNTRY,0
6518407,IL,54,NO-COUNTRY,0
6518659,IN,22,NO-COUNTRY,0
6519200,IT,258,NO-COUNTRY,0
6532002,JP,1829,NO-COUNTRY,0
6552943,KR,1,NO-COUNTRY,0
6553018,LI,1,NO-COUNTRY,0
6553118,MX,4,NO-COUNTRY,0
6553658,NL,52,NO-COUNTRY,0
6554446,NO,6,NO-COUNTRY,0
6554557,NZ,6,NO-COUNTRY,0
6554642,PL,6,NO-COUNTRY,0
6554976,SE,102,NO-COUNTRY,0
6556205,SU,122,NO-COUNTRY,0
6556721,TR,2,NO-COUNTRY,0
6556743,TW,3,NO-COUNTRY,0
6576225,US,5140,NO-COUNTRY,0
6618477,VE,1,NO-COUNTRY,0
6618527,ZA,4,NO-COUNTRY,0
