,COUNTRY,PATENT,CITING_COUNTRY,PATENT_COUNTRY_NUMBER
5033715,AR,12,NO-COUNTRY,0
5034222,AT,56,NO-COUNTRY,0
5034638,AU,79,NO-COUNTRY,0
5034718,BB,1,NO-COUNTRY,0
5035460,BE,56,NO-COUNTRY,0
5035645,BG,12,NO-COUNTRY,0
5035657,BM,1,NO-COUNTRY,0
5035677,BR,12,NO-COUNTRY,0
5035695,BS,1,NO-COUNTRY,0
5038594,CA,516,NO-COUNTRY,0
5039110,CA,516,US,2
5042276,CH,403,DE,3
5042679,CH,403,FR,1
5043082,CH,403,NO-COUNTRY,0
5043497,CN,1,NO-COUNTRY,0
5043499,CO,1,NO-COUNTRY,0
5043709,CS,76,NO-COUNTRY,0
5043785,CU,3,NO-COUNTRY,0
5089358,DE,1613,JP,1
5090971,DE,1613,NO-COUNTRY,0
5092584,DE,1613,US,2
5094377,DK,64,NO-COUNTRY,0
5094441,DZ,1,NO-COUNTRY,0
5094551,ES,19,NO-COUNTRY,0
5094721,FI,24,NO-COUNTRY,0
5101777,FR,486,NO-COUNTRY,0
5102263,FR,486,US,2
5116748,GB,721,NO-COUNTRY,0
5117483,GR,3,NO-COUNTRY,0
5117487,GT,3,NO-COUNTRY,0
5117490,GY,2,NO-COUNTRY,0
5117501,HK,3,NO-COUNTRY,0
5117827,HU,25,NO-COUNTRY,0
5117873,IE,8,NO-COUNTRY,0
5117995,IL,24,NO-COUNTRY,0
5118019,IL,24,US,1
5118063,IN,4,NO-COUNTRY,0
5118067,IQ,1,NO-COUNTRY,0
5118068,IR,1,NO-COUNTRY,0
5120020,IT,201,NO-COUNTRY,0
5195861,JP,1816,NO-COUNTRY,0
5197677,JP,1816,US,4
5199497,KR,2,NO-COUNTRY,0
5199514,LI,5,NO-COUNTRY,0
5199519,LK,2,NO-COUNTRY,0
5199539,LU,6,NO-COUNTRY,0
5199550,MA,1,NO-COUNTRY,0
5199554,MC,5,NO-COUNTRY,0
5199590,MX,17,NO-COUNTRY,0
5199608,MY,2,NO-COUNTRY,0
5199610,NG,1,NO-COUNTRY,0
5201105,NL,213,NO-COUNTRY,0
5201318,NL,213,SE,2
5201628,NO,38,NO-COUNTRY,0
5201689,NZ,21,NO-COUNTRY,0
5201711,PA,1,NO-COUNTRY,0
5201728,PH,3,NO-COUNTRY,0
5201794,PL,8,NO-COUNTRY,0
5201804,PT,2,NO-COUNTRY,0
5201839,RO,22,NO-COUNTRY,0
5203382,SE,284,NO-COUNTRY,0
5203666,SE,284,US,2
5206135,SU,308,NO-COUNTRY,0
5206443,SV,2,NO-COUNTRY,0
5206445,TD,1,NO-COUNTRY,0
5206456,TT,2,NO-COUNTRY,0
5206500,TW,22,NO-COUNTRY,0
5509546,US,14147,DE,3
5523693,US,14147,GB,2
5537840,US,14147,IT,6
5551987,US,14147,JP,2
5566134,US,14147,LI,2
5580281,US,14147,NO-COUNTRY,0
5594434,YU,1,NO-COUNTRY,0
5594496,ZA,24,NO-COUNTRY,0
5594521,ZW,3,NO-COUNTRY,0
