,COUNTRY,PATENT,CITING_COUNTRY,PATENT_COUNTRY_NUMBER
6122891,AR,7,NO-COUNTRY,0
6123264,AT,79,NO-COUNTRY,0
6123595,AU,91,NO-COUNTRY,0
6123994,BE,51,NO-COUNTRY,0
6124103,BM,1,NO-COUNTRY,0
6124131,BR,9,NO-COUNTRY,0
6125236,CA,385,NO-COUNTRY,0
6126933,CH,350,NO-COUNTRY,0
6127283,CL,1,NO-COUNTRY,0
6127284,CN,1,NO-COUNTRY,0
6127289,CO,2,NO-COUNTRY,0
6127359,CS,32,NO-COUNTRY,0
6137483,DE,1818,NO-COUNTRY,0
6139421,DK,58,NO-COUNTRY,0
6139523,ES,28,NO-COUNTRY,0
6139743,FI,26,NO-COUNTRY,0
6142692,FR,575,NO-COUNTRY,0
6145887,GB,572,NO-COUNTRY,0
6146468,GR,2,NO-COUNTRY,0
6146480,HK,5,NO-COUNTRY,0
6146909,HU,86,NO-COUNTRY,0
6147013,IE,7,NO-COUNTRY,0
6147176,IL,29,NO-COUNTRY,0
6147235,IS,3,NO-COUNTRY,0
6148149,IT,173,NO-COUNTRY,0
6167587,JP,2818,NO-COUNTRY,0
6170421,KR,15,NO-COUNTRY,0
6170437,LB,1,NO-COUNTRY,0
6170455,LI,1,NO-COUNTRY,0
6170507,LU,5,NO-COUNTRY,0
6170566,MX,5,NO-COUNTRY,0
6171472,NL,191,NO-COUNTRY,0
6171729,NO,28,NO-COUNTRY,0
6171776,NZ,25,NO-COUNTRY,0
6171814,PH,2,NO-COUNTRY,0
6171866,PL,16,NO-COUNTRY,0
6171886,PT,4,NO-COUNTRY,0
6172584,SE,268,NO-COUNTRY,0
6172857,SG,1,NO-COUNTRY,0
6172858,SN,1,NO-COUNTRY,0
6173969,SU,222,NO-COUNTRY,0
6174230,TW,40,NO-COUNTRY,0
6174270,TZ,1,NO-COUNTRY,0
6213899,US,11513,NO-COUNTRY,0
6225415,VE,6,NO-COUNTRY,0
6225494,ZA,29,NO-COUNTRY,0
