,COUNTRY,PATENT,CITING_COUNTRY,PATENT_COUNTRY_NUMBER
7932268,AR,3,NO-COUNTRY,0
7932517,AT,75,NO-COUNTRY,0
7933218,AU,57,NO-COUNTRY,0
7934233,BE,60,NO-COUNTRY,0
7934519,BG,5,NO-COUNTRY,0
7934565,BR,8,NO-COUNTRY,0
7936088,CA,504,NO-COUNTRY,0
7939291,CH,285,NO-COUNTRY,0
7940408,CN,37,NO-COUNTRY,0
7940534,CS,3,NO-COUNTRY,0
7948828,DE,2203,NO-COUNTRY,0
7957137,DK,44,NO-COUNTRY,0
7957302,EE,2,NO-COUNTRY,0
7957312,EG,1,NO-COUNTRY,0
7957481,ES,9,NO-COUNTRY,0
7957909,FI,110,NO-COUNTRY,0
7961370,FR,1177,NO-COUNTRY,0
7966917,GB,664,NO-COUNTRY,0
7968899,GR,2,NO-COUNTRY,0
7968927,HK,15,NO-COUNTRY,0
7969229,HU,7,NO-COUNTRY,0
7969324,IE,24,NO-COUNTRY,0
7969742,IL,140,NO-COUNTRY,0
7970149,IN,1,NO-COUNTRY,0
7970158,IR,2,NO-COUNTRY,0
7971539,IT,278,NO-COUNTRY,0
8001974,JP,12967,NO-COUNTRY,0
8034867,KR,608,NO-COUNTRY,0
8035833,LI,16,NO-COUNTRY,0
8035961,MX,1,NO-COUNTRY,0
8036002,MY,4,NO-COUNTRY,0
8036926,NL,342,NO-COUNTRY,0
8037789,NO,27,NO-COUNTRY,0
8037972,NZ,8,NO-COUNTRY,0
8038037,PL,7,NO-COUNTRY,0
8038159,RU,20,NO-COUNTRY,0
8038239,SA,3,NO-COUNTRY,0
8038823,SE,180,NO-COUNTRY,0
8039521,SG,38,NO-COUNTRY,0
8039624,SI,2,NO-COUNTRY,0
8039740,SU,29,NO-COUNTRY,0
8039875,TT,1,NO-COUNTRY,0
8040333,TW,415,NO-COUNTRY,0
8041803,UA,18,NO-COUNTRY,0
8094293,US,18442,NO-COUNTRY,0
8152433,UZ,2,NO-COUNTRY,0
8152474,VE,9,NO-COUNTRY,0
8152536,YU,2,NO-COUNTRY,0
8152588,ZA,17,NO-COUNTRY,0
