,COUNTRY,PATENT,CITING_COUNTRY,PATENT_COUNTRY_NUMBER
0,AR,2,NO-COUNTRY,0
46,AT,103,CA,6
149,AT,103,CH,4
252,AT,103,DE,4
355,AT,103,FR,1
458,AT,103,JP,5
561,AT,103,NL,1
664,AT,103,NO-COUNTRY,0
767,AT,103,US,10
4183,AU,119,DE,5
4302,AU,119,GB,5
4421,AU,119,JP,3
4540,AU,119,NO-COUNTRY,0
4659,AU,119,US,19
6434,BE,274,AT,3
6708,BE,274,CA,3
6982,BE,274,CH,2
7256,BE,274,CS,1
7530,BE,274,DE,8
7804,BE,274,FR,5
8078,BE,274,JP,13
8352,BE,274,NL,4
8626,BE,274,NO-COUNTRY,0
8900,BE,274,US,45
10476,BG,34,NO-COUNTRY,0
10510,BG,34,US,8
10705,BR,8,NO-COUNTRY,0
10738,BS,2,NO-COUNTRY,0
10743,CA,436,AU,2
11179,CA,436,BE,5
11615,CA,436,BM,2
12051,CA,436,BO,1
12487,CA,436,DE,10
12923,CA,436,FR,8
13359,CA,436,GB,3
13795,CA,436,JP,27
14231,CA,436,NO-COUNTRY,0
14667,CA,436,SE,1
15103,CA,436,US,147
32289,CH,1270,AT,1
33559,CH,1270,BE,1
34829,CH,1270,CA,4
36099,CH,1270,CS,2
37369,CH,1270,DE,123
38639,CH,1270,FR,9
39909,CH,1270,GB,11
41179,CH,1270,IT,1
42449,CH,1270,JP,53
43719,CH,1270,NL,1
44989,CH,1270,NO-COUNTRY,0
46259,CH,1270,SU,1
47529,CH,1270,US,227
65449,CL,3,NO-COUNTRY,0
65462,CO,2,TW,2
65469,CS,107,CA,2
65576,CS,107,FI,4
65683,CS,107,GB,10
65790,CS,107,NO-COUNTRY,0
65897,CS,107,SE,2
66004,CS,107,SU,3
66111,CS,107,US,8
67624,DE,4871,AT,8
72495,DE,4871,AU,1
77366,DE,4871,BE,22
82237,DE,4871,CA,24
87108,DE,4871,CH,62
91979,DE,4871,DK,4
96850,DE,4871,FI,4
101721,DE,4871,FR,69
106592,DE,4871,GB,115
111463,DE,4871,GR,3
116334,DE,4871,IT,7
121205,DE,4871,JP,263
126076,DE,4871,NL,28
130947,DE,4871,NO-COUNTRY,0
135818,DE,4871,RO,1
140689,DE,4871,SE,4
145560,DE,4871,SU,12
150431,DE,4871,US,845
155302,DE,4871,ZA,4
305139,DK,62,CH,1
305201,DK,62,IT,4
305263,DK,62,NO-COUNTRY,0
305325,DK,62,US,31
306101,ES,25,NO-COUNTRY,0
306126,ES,25,US,4
306534,FI,47,DE,3
306581,FI,47,JP,4
306628,FI,47,NO-COUNTRY,0
306675,FI,47,US,10
307533,FR,1202,CH,14
308735,FR,1202,CS,3
309937,FR,1202,DE,54
311139,FR,1202,DK,3
312341,FR,1202,ES,4
313543,FR,1202,GB,24
314745,FR,1202,HU,9
315947,FR,1202,IT,17
317149,FR,1202,JP,41
318351,FR,1202,NL,1
319553,FR,1202,NO,2
320755,FR,1202,NO-COUNTRY,0
321957,FR,1202,SE,3
323159,FR,1202,SU,7
324361,FR,1202,US,231
358442,GB,1494,AT,1
359936,GB,1494,AU,2
361430,GB,1494,BG,3
362924,GB,1494,CA,4
364418,GB,1494,CH,29
365912,GB,1494,DE,73
367406,GB,1494,DK,3
368900,GB,1494,ES,3
370394,GB,1494,FI,1
371888,GB,1494,FR,27
373382,GB,1494,IT,9
374876,GB,1494,JP,77
376370,GB,1494,KR,3
377864,GB,1494,MX,1
379358,GB,1494,NL,4
380852,GB,1494,NO-COUNTRY,0
382346,GB,1494,SE,10
383840,GB,1494,SU,5
385334,GB,1494,US,358
386828,GB,1494,ZA,1
442316,GR,5,NO-COUNTRY,0
442331,HK,1,NO-COUNTRY,0
442348,HU,157,CH,8
442505,HU,157,DE,3
442662,HU,157,FR,14
442819,HU,157,JP,1
442976,HU,157,NO-COUNTRY,0
443133,HU,157,SE,6
443290,HU,157,US,72
443652,IE,2,NO-COUNTRY,0
443711,IL,44,CA,6
443755,IL,44,DE,4
443799,IL,44,NO-COUNTRY,0
443843,IL,44,SE,1
443887,IL,44,US,2
444287,IN,19,NO-COUNTRY,0
444333,IR,2,NO-COUNTRY,0
444342,IT,544,BE,7
444886,IT,544,CH,8
445430,IT,544,DE,11
445974,IT,544,ES,3
446518,IT,544,FR,2
447062,IT,544,GB,1
447606,IT,544,JP,28
448150,IT,544,NL,6
448694,IT,544,NO,2
449238,IT,544,NO-COUNTRY,0
449782,IT,544,RO,2
450326,IT,544,US,68
458688,JM,1,NO-COUNTRY,0
458690,JP,5942,AT,4
464632,JP,5942,BE,36
470574,JP,5942,CA,12
476516,JP,5942,CH,54
482458,JP,5942,CS,3
488400,JP,5942,DE,233
494342,JP,5942,DK,2
500284,JP,5942,ES,13
506226,JP,5942,FI,4
512168,JP,5942,FR,96
518110,JP,5942,GB,97
524052,JP,5942,HU,1
529994,JP,5942,IL,11
535936,JP,5942,IT,27
541878,JP,5942,NL,14
547820,JP,5942,NO-COUNTRY,0
553762,JP,5942,PL,4
559704,JP,5942,SE,13
565646,JP,5942,SU,2
571588,JP,5942,US,1448
577530,JP,5942,ZA,5
739699,KE,1,NO-COUNTRY,0
739700,KR,3,NO-COUNTRY,0
739731,LI,2,NO-COUNTRY,0
739752,LU,3,NO-COUNTRY,0
739755,LU,3,US,1
739801,MW,1,NO-COUNTRY,0
739802,MX,20,GB,1
739822,MX,20,JP,3
739842,MX,20,NO-COUNTRY,0
739862,MX,20,US,3
740165,MY,1,NO-COUNTRY,0
740171,NL,268,CA,1
740439,NL,268,CH,3
740707,NL,268,DE,10
740975,NL,268,FR,3
741243,NL,268,GB,4
741511,NL,268,IT,2
741779,NL,268,JP,13
742047,NL,268,NO-COUNTRY,0
742315,NL,268,SE,3
742583,NL,268,US,69
749427,NO,25,FR,4
749452,NO,25,JP,3
749477,NO,25,NO-COUNTRY,0
749502,NO,25,SU,2
749527,NO,25,US,1
749922,NZ,8,GB,3
749930,NZ,8,NO-COUNTRY,0
750014,PA,1,NO-COUNTRY,0
750025,PH,3,US,4
750038,PL,35,JP,3
750073,PL,35,NO-COUNTRY,0
750108,PL,35,SE,4
750353,PT,2,NO-COUNTRY,0
750364,RO,19,NO-COUNTRY,0
750383,RO,19,US,1
750443,SE,253,AU,2
750696,SE,253,CA,3
750949,SE,253,CH,7
751202,SE,253,CS,1
751455,SE,253,DE,8
751708,SE,253,FR,3
751961,SE,253,GB,1
752214,SE,253,IT,1
752467,SE,253,JP,7
752720,SE,253,NL,11
752973,SE,253,NO-COUNTRY,0
753226,SE,253,SU,1
753479,SE,253,US,79
766105,SU,548,CH,3
766653,SU,548,DE,4
767201,SU,548,FR,13
767749,SU,548,GB,24
768297,SU,548,JP,34
768845,SU,548,NO,1
769393,SU,548,NO-COUNTRY,0
769941,SU,548,SE,3
770489,SU,548,US,65
783660,TT,2,NO-COUNTRY,0
783662,TW,4,NO-COUNTRY,0
783666,TW,4,US,1
783709,US,18430,AT,4
802139,US,18430,AU,27
820569,US,18430,BE,33
838999,US,18430,BG,4
857429,US,18430,BO,3
875859,US,18430,BR,1
894289,US,18430,CA,130
912719,US,18430,CH,182
931149,US,18430,CS,12
949579,US,18430,DE,609
968009,US,18430,DK,8
986439,US,18430,ES,3
1004869,US,18430,FI,5
1023299,US,18430,FR,202
1041729,US,18430,GB,298
1060159,US,18430,GY,1
1078589,US,18430,HU,2
1097019,US,18430,IL,6
1115449,US,18430,IT,57
1133879,US,18430,JP,779
1152309,US,18430,LI,2
1170739,US,18430,MC,1
1189169,US,18430,NL,70
1207599,US,18430,NO,3
1226029,US,18430,NO-COUNTRY,0
1244459,US,18430,PH,1
1262889,US,18430,SE,26
1281319,US,18430,SU,19
1299749,US,18430,TW,2
1318179,US,18430,YU,1
1336609,US,18430,ZA,6
2982513,YU,1,NO-COUNTRY,0
2982527,ZA,23,FR,2
2982550,ZA,23,GB,3
2982573,ZA,23,NO-COUNTRY,0
2982596,ZA,23,US,4
