,COUNTRY,PATENT,CITING_COUNTRY,PATENT_COUNTRY_NUMBER
2982832,AR,1,NO-COUNTRY,0
2983189,AT,5,NO-COUNTRY,0
2985761,AU,17,FR,1
2985778,AU,17,IL,1
2985795,AU,17,JP,3
2985812,AU,17,NO-COUNTRY,0
2985829,AU,17,US,4
2988280,BE,25,NO-COUNTRY,0
2988305,BE,25,US,2
2989733,BG,6,NO-COUNTRY,0
2989777,BR,1,NO-COUNTRY,0
2991890,CA,99,FR,2
2991989,CA,99,JP,1
2992088,CA,99,NO-COUNTRY,0
2992187,CA,99,US,17
3013180,CH,44,DE,3
3013224,CH,44,JP,3
3013268,CH,44,NO-COUNTRY,0
3013312,CH,44,US,2
3022482,CO,1,NO-COUNTRY,0
3022906,CS,3,NO-COUNTRY,0
3121733,DE,338,FR,4
3122071,DE,338,GB,6
3122409,DE,338,GR,2
3122747,DE,338,JP,14
3123085,DE,338,NO-COUNTRY,0
3123423,DE,338,US,46
3224781,DK,3,NO-COUNTRY,0
3224784,DK,3,US,1
3225479,ES,3,JP,2
3225482,ES,3,NO-COUNTRY,0
3225990,FI,1,NO-COUNTRY,0
3237848,FR,319,CA,1
3238167,FR,319,CH,3
3238486,FR,319,DE,6
3238805,FR,319,IT,2
3239124,FR,319,JP,5
3239443,FR,319,NL,8
3239762,FR,319,NO-COUNTRY,0
3240081,FR,319,SE,1
3240400,FR,319,US,85
3284265,GB,285,CA,1
3284550,GB,285,DE,9
3284835,GB,285,FR,7
3285120,GB,285,JP,9
3285405,GB,285,NO-COUNTRY,0
3285690,GB,285,SE,2
3285975,GB,285,US,52
3315019,GR,1,NO-COUNTRY,0
3315035,HK,3,NO-COUNTRY,0
3315926,HU,4,NO-COUNTRY,0
3316283,IE,5,NO-COUNTRY,0
3316591,IL,7,NO-COUNTRY,0
3316598,IL,7,US,4
3320695,IT,87,CA,3
3320782,IT,87,DE,5
3320869,IT,87,GB,3
3320956,IT,87,JP,8
3321043,IT,87,NO-COUNTRY,0
3321130,IT,87,SE,2
3321217,IT,87,US,24
3416988,JP,1078,BE,1
3418066,JP,1078,CA,1
3419144,JP,1078,CH,1
3420222,JP,1078,DE,31
3421300,JP,1078,FI,2
3422378,JP,1078,FR,4
3423456,JP,1078,GB,8
3424534,JP,1078,NO-COUNTRY,0
3425612,JP,1078,US,127
3557539,KY,1,NO-COUNTRY,0
3557705,MX,1,NO-COUNTRY,0
3560582,NL,115,DE,1
3560697,NL,115,FR,2
3560812,NL,115,GB,1
3560927,NL,115,JP,3
3561042,NL,115,NO-COUNTRY,0
3561157,NL,115,US,17
3565474,NO,4,NO-COUNTRY,0
3565478,NO,4,US,1
3565674,NZ,2,NO-COUNTRY,0
3567414,SE,71,JP,4
3567485,SE,71,NO-COUNTRY,0
3567556,SE,71,US,5
3581574,SU,53,NO-COUNTRY,0
3581627,SU,53,US,26
3588986,TW,2,NO-COUNTRY,0
4012918,US,4395,AR,2
4017313,US,4395,AU,2
4021708,US,4395,CA,13
4026103,US,4395,CH,8
4030498,US,4395,DE,61
4034893,US,4395,DK,2
4039288,US,4395,FI,4
4043683,US,4395,FR,55
4048078,US,4395,GB,34
4052473,US,4395,GR,2
4056868,US,4395,IT,13
4061263,US,4395,JP,157
4065658,US,4395,MA,2
4070053,US,4395,NL,27
4074448,US,4395,NO,3
4078843,US,4395,NO-COUNTRY,0
4083238,US,4395,SE,5
5033496,ZA,2,NO-COUNTRY,0
