,COUNTRY,PATENT,CITING_COUNTRY,PATENT_COUNTRY_NUMBER
6225530,AR,4,NO-COUNTRY,0
6225563,AT,59,NO-COUNTRY,0
6226030,AU,84,NO-COUNTRY,0
6226479,BE,208,NO-COUNTRY,0
6226914,BG,33,NO-COUNTRY,0
6226998,BM,2,NO-COUNTRY,0
6227000,BR,11,NO-COUNTRY,0
6227036,CA,402,NO-COUNTRY,0
6228859,CH,710,NO-COUNTRY,0
6230779,CN,1,NO-COUNTRY,0
6230781,CO,1,NO-COUNTRY,0
6230785,CS,64,NO-COUNTRY,0
6230895,CU,1,NO-COUNTRY,0
6230897,CY,2,NO-COUNTRY,0
6230899,DE,4497,NO-COUNTRY,0
6244513,DK,38,NO-COUNTRY,0
6244781,DO,1,NO-COUNTRY,0
6244788,ES,15,NO-COUNTRY,0
6244872,FI,92,NO-COUNTRY,0
6245161,FR,942,NO-COUNTRY,0
6249170,GB,1036,NO-COUNTRY,0
6252941,GR,10,NO-COUNTRY,0
6252956,HK,3,NO-COUNTRY,0
6252992,HU,289,NO-COUNTRY,0
6253618,IE,24,NO-COUNTRY,0
6253682,IL,49,NO-COUNTRY,0
6253936,IN,12,NO-COUNTRY,0
6253966,IS,4,NO-COUNTRY,0
6253971,IT,335,NO-COUNTRY,0
6255298,JP,7130,NO-COUNTRY,0
6282945,KR,9,NO-COUNTRY,0
6282989,LI,3,NO-COUNTRY,0
6283008,LU,6,NO-COUNTRY,0
6283073,MX,10,NO-COUNTRY,0
6283143,NL,328,NO-COUNTRY,0
6284353,NO,30,NO-COUNTRY,0
6284479,NZ,11,NO-COUNTRY,0
6284559,PL,36,NO-COUNTRY,0
6284616,PT,2,NO-COUNTRY,0
6284642,SE,162,NO-COUNTRY,0
6285725,SU,321,NO-COUNTRY,0
6287085,TR,5,NO-COUNTRY,0
6287091,TW,17,NO-COUNTRY,0
6287203,US,14680,NO-COUNTRY,0
6347582,VE,12,NO-COUNTRY,0
6347601,YU,4,NO-COUNTRY,0
6347632,ZA,15,NO-COUNTRY,0
