,COUNTRY,PATENT,CITING_COUNTRY,PATENT_COUNTRY_NUMBER
6019577,AR,4,NO-COUNTRY,0
6019706,AT,35,NO-COUNTRY,0
6020121,AU,37,NO-COUNTRY,0
6020579,BE,42,NO-COUNTRY,0
6020774,BG,3,NO-COUNTRY,0
6020808,BR,1,NO-COUNTRY,0
6021288,CA,217,NO-COUNTRY,0
6023293,CH,246,NO-COUNTRY,0
6024249,CO,1,NO-COUNTRY,0
6024252,CR,1,NO-COUNTRY,0
6024315,CS,36,NO-COUNTRY,0
6024422,CY,1,NO-COUNTRY,0
6030171,DE,1605,NO-COUNTRY,0
6036246,DK,31,NO-COUNTRY,0
6036408,ES,4,NO-COUNTRY,0
6036519,FI,28,NO-COUNTRY,0
6038356,FR,624,NO-COUNTRY,0
6041658,GB,650,NO-COUNTRY,0
6043623,HK,4,NO-COUNTRY,0
6044064,HU,30,NO-COUNTRY,0
6044195,IE,2,NO-COUNTRY,0
6044317,IL,22,NO-COUNTRY,0
6044418,IN,1,NO-COUNTRY,0
6045174,IT,118,NO-COUNTRY,0
6055133,JP,3863,NO-COUNTRY,0
6066478,KR,5,NO-COUNTRY,0
6066491,KY,2,NO-COUNTRY,0
6066520,LU,3,NO-COUNTRY,0
6066584,MX,3,NO-COUNTRY,0
6067087,NL,264,NO-COUNTRY,0
6067695,NO,3,NO-COUNTRY,0
6067777,NZ,9,NO-COUNTRY,0
6067889,PL,5,NO-COUNTRY,0
6067941,PT,1,NO-COUNTRY,0
6067954,RO,1,NO-COUNTRY,0
6068272,SE,158,NO-COUNTRY,0
6069476,SU,250,NO-COUNTRY,0
6070149,TW,13,NO-COUNTRY,0
6091332,US,8770,NO-COUNTRY,0
6122751,VE,1,NO-COUNTRY,0
6122769,YU,1,NO-COUNTRY,0
6122810,ZA,11,NO-COUNTRY,0
