,COUNTRY,PATENT,CITING_COUNTRY,PATENT_COUNTRY_NUMBER
6225529,AE,1,NO-COUNTRY,0
6225555,AR,8,NO-COUNTRY,0
6225923,AT,107,NO-COUNTRY,0
6226360,AU,119,NO-COUNTRY,0
6226839,BE,75,NO-COUNTRY,0
6226986,BG,11,NO-COUNTRY,0
6227027,BR,4,NO-COUNTRY,0
6227033,BS,3,NO-COUNTRY,0
6228339,CA,520,NO-COUNTRY,0
6230378,CH,395,NO-COUNTRY,0
6230777,CL,2,NO-COUNTRY,0
6230784,CO,1,NO-COUNTRY,0
6230872,CS,23,NO-COUNTRY,0
6242128,DE,2385,NO-COUNTRY,0
6244677,DK,104,NO-COUNTRY,0
6244787,EG,1,NO-COUNTRY,0
6244843,ES,29,NO-COUNTRY,0
6245102,FI,59,NO-COUNTRY,0
6248468,FR,702,NO-COUNTRY,0
6252246,GB,695,NO-COUNTRY,0
6252952,GR,2,NO-COUNTRY,0
6252955,GT,1,NO-COUNTRY,0
6252984,HK,8,NO-COUNTRY,0
6253581,HU,36,NO-COUNTRY,0
6253617,ID,1,NO-COUNTRY,0
6253661,IE,21,NO-COUNTRY,0
6253864,IL,72,NO-COUNTRY,0
6254986,IT,311,NO-COUNTRY,0
6255297,JM,1,NO-COUNTRY,0
6279309,JP,3636,NO-COUNTRY,0
6282980,KR,9,NO-COUNTRY,0
6283006,LI,2,NO-COUNTRY,0
6283060,LU,6,NO-COUNTRY,0
6283067,MA,1,NO-COUNTRY,0
6283069,MC,4,NO-COUNTRY,0
6283121,MX,20,NO-COUNTRY,0
6283141,MY,2,NO-COUNTRY,0
6284108,NL,245,NO-COUNTRY,0
6284441,NO,38,NO-COUNTRY,0
6284520,NZ,36,NO-COUNTRY,0
6284558,PK,1,NO-COUNTRY,0
6284615,PL,1,NO-COUNTRY,0
6284640,SA,2,NO-COUNTRY,0
6285424,SE,294,NO-COUNTRY,0
6285724,SN,1,NO-COUNTRY,0
6286834,SU,249,NO-COUNTRY,0
6287090,TR,1,NO-COUNTRY,0
6287145,TW,58,NO-COUNTRY,0
6333447,US,14134,NO-COUNTRY,0
6347596,VE,4,NO-COUNTRY,0
6347600,VG,1,NO-COUNTRY,0
6347629,YU,3,NO-COUNTRY,0
6347716,ZA,25,NO-COUNTRY,0
