,COUNTRY,PATENT,CITING_COUNTRY,PATENT_COUNTRY_NUMBER
5902957,AR,9,NO-COUNTRY,0
5903138,AT,240,NO-COUNTRY,0
5903665,AU,92,NO-COUNTRY,0
5904276,BE,79,NO-COUNTRY,0
5904461,BG,41,NO-COUNTRY,0
5904521,BR,9,NO-COUNTRY,0
5904554,BS,4,NO-COUNTRY,0
5905387,CA,381,NO-COUNTRY,0
5907521,CH,341,NO-COUNTRY,0
5908351,CS,24,NO-COUNTRY,0
5917006,DE,2982,NO-COUNTRY,0
5922124,DK,40,NO-COUNTRY,0
5922215,DO,2,NO-COUNTRY,0
5922255,ES,22,NO-COUNTRY,0
5922414,FI,64,NO-COUNTRY,0
5925033,FR,749,NO-COUNTRY,0
5928893,GB,866,NO-COUNTRY,0
5930459,HK,4,NO-COUNTRY,0
5930907,HU,44,NO-COUNTRY,0
5930998,IE,4,NO-COUNTRY,0
5931155,IL,24,NO-COUNTRY,0
5931243,IR,1,NO-COUNTRY,0
5932238,IT,317,NO-COUNTRY,0
5946376,JP,5163,NO-COUNTRY,0
5954199,KR,4,NO-COUNTRY,0
5954223,LI,8,NO-COUNTRY,0
5954243,LU,23,NO-COUNTRY,0
5954277,MC,2,NO-COUNTRY,0
5954306,MX,21,NO-COUNTRY,0
5955022,NL,144,NO-COUNTRY,0
5955470,NO,23,NO-COUNTRY,0
5955550,NZ,8,NO-COUNTRY,0
5955612,PH,1,NO-COUNTRY,0
5955716,PL,24,NO-COUNTRY,0
5955758,PT,1,NO-COUNTRY,0
5955770,RO,12,NO-COUNTRY,0
5956255,SE,339,NO-COUNTRY,0
5958124,SU,715,NO-COUNTRY,0
5959135,TN,1,NO-COUNTRY,0
5959140,TT,1,NO-COUNTRY,0
5959172,TW,21,NO-COUNTRY,0
5992503,US,12576,NO-COUNTRY,0
6019386,VE,5,NO-COUNTRY,0
6019493,ZA,37,NO-COUNTRY,0
