,COUNTRY,PATENT,CITING_COUNTRY,PATENT_COUNTRY_NUMBER
5033699,AR,4,NO-COUNTRY,0
5033939,AT,12,NO-COUNTRY,0
5034340,AU,13,NO-COUNTRY,0
5034717,BB,1,NO-COUNTRY,0
5035313,BE,8,NO-COUNTRY,0
5035671,BR,2,NO-COUNTRY,0
5036626,CA,87,NO-COUNTRY,0
5036713,CA,87,US,3
5040633,CH,41,NO-COUNTRY,0
5043627,CS,7,NO-COUNTRY,0
5066373,DE,390,NO-COUNTRY,0
5094256,DK,4,NO-COUNTRY,0
5094628,FI,6,NO-COUNTRY,0
5096755,FR,361,NO-COUNTRY,0
5097116,FR,361,US,3
5108959,GB,223,NO-COUNTRY,0
5117473,GR,2,NO-COUNTRY,0
5117486,GT,1,NO-COUNTRY,0
5117713,HU,3,NO-COUNTRY,0
5117913,IL,1,NO-COUNTRY,0
5119075,IT,88,JP,2
5119163,IT,88,NO-COUNTRY,0
5163423,JP,1232,FR,1
5164655,JP,1232,GB,4
5165887,JP,1232,NO-COUNTRY,0
5167119,JP,1232,US,3
5199567,MX,2,NO-COUNTRY,0
5199914,NL,120,FR,6
5200034,NL,120,NO-COUNTRY,0
5201561,NO,9,NO-COUNTRY,0
5201666,NZ,1,NO-COUNTRY,0
5201758,PL,3,NO-COUNTRY,0
5202088,SE,62,NO-COUNTRY,0
5204562,SU,26,NO-COUNTRY,0
5206465,TW,1,NO-COUNTRY,0
5285972,US,4416,CA,2
5290388,US,4416,FR,5
5294804,US,4416,IT,2
5299220,US,4416,JP,7
5303636,US,4416,NO-COUNTRY,0
5308052,US,4416,SE,2
5312468,US,4416,ZA,2
5594459,ZA,1,NO-COUNTRY,0
