,COUNTRY,PATENT,CITING_COUNTRY,PATENT_COUNTRY_NUMBER
672581,JP,3611,HU,2
676192,JP,3611,IT,21
679803,JP,3611,LU,3
683414,JP,3611,NL,12
687025,JP,3611,NO-COUNTRY,0
690636,JP,3611,RO,3
694247,JP,3611,SE,7
697858,JP,3611,SU,8
701469,JP,3611,TW,1
705080,JP,3611,US,706
739703,KR,2,NO-COUNTRY,0
739738,LI,6,NO-COUNTRY,0
739761,LU,13,DE,1
739774,LU,13,NO-COUNTRY,0
739790,MC,1,NO-COUNTRY,0
739800,MR,1,NO-COUNTRY,0
739893,MX,40,FI,1
739933,MX,40,FR,2
739973,MX,40,IL,8
740013,MX,40,NO-COUNTRY,0
740053,MX,40,US,9
740166,MY,2,FR,1
740168,MY,2,NO-COUNTRY,0
746391,NL,144,AU,1
746535,NL,144,DE,4
746679,NL,144,FR,5
746823,NL,144,JP,6
746967,NL,144,NO-COUNTRY,0
747111,NL,144,US,25
749602,NO,45,NO-COUNTRY,0
749647,NO,45,SE,1
749692,NO,45,US,6
749939,NZ,11,NO-COUNTRY,0
750015,PA,2,DE,1
750017,PA,2,NO-COUNTRY,0
750021,PE,2,NO-COUNTRY,0
750028,PH,4,JP,2
750032,PH,4,NO-COUNTRY,0
750213,PL,34,FR,1
750247,PL,34,GB,6
750281,PL,34,NO-COUNTRY,0
750315,PL,34,US,2
750356,PT,4,NO-COUNTRY,0
750360,PT,4,US,9
750412,RO,7,CA,9
750419,RO,7,NO-COUNTRY,0
750426,RO,7,US,2
756134,SE,412,CA,2
756546,SE,412,CH,9
756958,SE,412,DE,15
757370,SE,412,FI,3
757782,SE,412,FR,10
758194,SE,412,GB,7
758606,SE,412,IL,1
759018,SE,412,JP,30
759430,SE,412,NO-COUNTRY,0
759842,SE,412,US,72
766104,SG,1,NO-COUNTRY,0
773144,SU,847,CH,12
773991,SU,847,DE,49
774838,SU,847,FR,11
775685,SU,847,GB,5
776532,SU,847,JP,9
777379,SU,847,NL,10
778226,SU,847,NO-COUNTRY,0
779073,SU,847,SA,5
779920,SU,847,US,129
783659,TR,1,NO-COUNTRY,0
783675,TW,4,NO-COUNTRY,0
1836575,US,16858,AR,1
1853433,US,16858,AT,38
1870291,US,16858,AU,28
1887149,US,16858,BE,25
1904007,US,16858,BG,1
1920865,US,16858,CA,105
1937723,US,16858,CH,82
1954581,US,16858,CS,2
1971439,US,16858,DE,469
1988297,US,16858,DK,6
2005155,US,16858,ES,15
2022013,US,16858,FI,12
2038871,US,16858,FR,225
2055729,US,16858,GB,216
2072587,US,16858,GR,1
2089445,US,16858,IE,1
2106303,US,16858,IL,4
2123161,US,16858,IQ,2
2140019,US,16858,IT,62
2156877,US,16858,JP,640
2173735,US,16858,MX,7
2190593,US,16858,NL,38
2207451,US,16858,NO,13
2224309,US,16858,NO-COUNTRY,0
2241167,US,16858,NZ,1
2258025,US,16858,PH,1
2274883,US,16858,PL,2
2291741,US,16858,SE,97
2308599,US,16858,SG,1
2325457,US,16858,SU,22
2342315,US,16858,TW,1
2359173,US,16858,ZA,13
2982511,UY,1,NO-COUNTRY,0
2982523,YU,2,NO-COUNTRY,0
2982525,YU,2,US,1
2982645,ZA,35,CA,1
2982680,ZA,35,NO-COUNTRY,0
2982715,ZA,35,US,5
