,COUNTRY,PATENT,CITING_COUNTRY,PATENT_COUNTRY_NUMBER
7932252,AR,2,NO-COUNTRY,0
7932301,AT,131,NO-COUNTRY,0
7932841,AU,127,NO-COUNTRY,0
7933689,BE,390,NO-COUNTRY,0
7934509,BG,10,NO-COUNTRY,0
7934530,BR,20,NO-COUNTRY,0
7934636,BS,3,NO-COUNTRY,0
7934648,CA,804,NO-COUNTRY,0
7938215,CH,675,NO-COUNTRY,0
7940336,CL,8,NO-COUNTRY,0
7940356,CN,42,NO-COUNTRY,0
7940492,CO,4,NO-COUNTRY,0
7940500,CS,24,NO-COUNTRY,0
7940604,DE,5772,NO-COUNTRY,0
7956909,DK,92,NO-COUNTRY,0
7957300,EC,1,NO-COUNTRY,0
7957313,ES,60,NO-COUNTRY,0
7957602,FI,153,NO-COUNTRY,0
7958220,FR,1575,NO-COUNTRY,0
7964475,GB,1205,NO-COUNTRY,0
7968879,GR,8,NO-COUNTRY,0
7968910,HK,8,NO-COUNTRY,0
7968981,HR,5,NO-COUNTRY,0
7968986,HU,151,NO-COUNTRY,0
7969258,ID,2,NO-COUNTRY,0
7969278,IE,17,NO-COUNTRY,0
7969384,IL,96,NO-COUNTRY,0
7970083,IN,35,NO-COUNTRY,0
7970165,IT,822,NO-COUNTRY,0
7972739,JP,13866,NO-COUNTRY,0
8034229,KR,223,NO-COUNTRY,0
8035821,LI,4,NO-COUNTRY,0
8035858,LU,2,NO-COUNTRY,0
8035927,MX,19,NO-COUNTRY,0
8035997,MY,1,NO-COUNTRY,0
8036013,NL,513,NO-COUNTRY,0
8037712,NO,37,NO-COUNTRY,0
8037934,NZ,5,NO-COUNTRY,0
8038020,PL,8,NO-COUNTRY,0
8038054,PT,1,NO-COUNTRY,0
8038069,RU,62,NO-COUNTRY,0
8038235,SA,1,NO-COUNTRY,0
8038251,SE,212,NO-COUNTRY,0
8039497,SG,10,NO-COUNTRY,0
8039616,SI,3,NO-COUNTRY,0
8039629,SM,1,NO-COUNTRY,0
8039630,SU,76,NO-COUNTRY,0
8039879,TW,248,NO-COUNTRY,0
8041834,UG,3,NO-COUNTRY,0
8041837,US,22834,NO-COUNTRY,0
8152436,VE,35,NO-COUNTRY,0
8152496,YU,8,NO-COUNTRY,0
8152545,ZA,29,NO-COUNTRY,0
