,COUNTRY,PATENT,CITING_COUNTRY,PATENT_COUNTRY_NUMBER
7118213,AR,5,NO-COUNTRY,0
7118238,AT,80,NO-COUNTRY,0
7118991,AU,113,NO-COUNTRY,0
7119624,BE,214,NO-COUNTRY,0
7120294,BG,14,NO-COUNTRY,0
7120403,BR,17,NO-COUNTRY,0
7120474,BS,1,NO-COUNTRY,0
7120476,CA,636,NO-COUNTRY,0
7123528,CH,773,NO-COUNTRY,0
7125748,CN,43,NO-COUNTRY,0
7125869,CO,3,NO-COUNTRY,0
7125879,CS,50,NO-COUNTRY,0
7126011,DE,5932,NO-COUNTRY,0
7143519,DK,40,NO-COUNTRY,0
7143809,EC,1,NO-COUNTRY,0
7143813,ES,50,NO-COUNTRY,0
7144010,FI,246,NO-COUNTRY,0
7144608,FR,1373,NO-COUNTRY,0
7150424,GB,1114,NO-COUNTRY,0
7155532,GR,6,NO-COUNTRY,0
7155550,HK,7,NO-COUNTRY,0
7155618,HU,147,NO-COUNTRY,0
7156118,ID,2,NO-COUNTRY,0
7156124,IE,15,NO-COUNTRY,0
7156241,IL,121,NO-COUNTRY,0
7156770,IN,41,NO-COUNTRY,0
7156838,IT,633,NO-COUNTRY,0
7159192,JP,11998,NO-COUNTRY,0
7211924,KR,73,NO-COUNTRY,0
7212293,KW,2,NO-COUNTRY,0
7212298,LI,4,NO-COUNTRY,0
7212321,LU,4,NO-COUNTRY,0
7212362,MC,3,NO-COUNTRY,0
7212369,MX,17,NO-COUNTRY,0
7212418,MY,4,NO-COUNTRY,0
7212424,NL,388,NO-COUNTRY,0
7214116,NO,29,NO-COUNTRY,0
7214297,NZ,10,NO-COUNTRY,0
7214384,PE,1,NO-COUNTRY,0
7214396,PL,31,NO-COUNTRY,0
7214456,PT,9,NO-COUNTRY,0
7214475,SA,1,NO-COUNTRY,0
7214484,SE,250,NO-COUNTRY,0
7215725,SG,3,NO-COUNTRY,0
7215747,SU,231,NO-COUNTRY,0
7216623,TH,1,NO-COUNTRY,0
7216627,TW,77,NO-COUNTRY,0
7217486,US,17512,NO-COUNTRY,0
7301602,VE,39,NO-COUNTRY,0
7301662,YU,3,NO-COUNTRY,0
7301698,ZA,41,NO-COUNTRY,0
