,COUNTRY,PATENT,CITING_COUNTRY,PATENT_COUNTRY_NUMBER
6225528,AE,1,NO-COUNTRY,0
6225534,AR,3,NO-COUNTRY,0
6225622,AT,24,NO-COUNTRY,0
6226114,AU,13,NO-COUNTRY,0
6226687,BE,19,NO-COUNTRY,0
6226947,BG,12,NO-COUNTRY,0
6227438,CA,136,NO-COUNTRY,0
6229569,CH,49,NO-COUNTRY,0
6230849,CS,4,NO-COUNTRY,0
6235396,DE,414,NO-COUNTRY,0
6244551,DK,3,NO-COUNTRY,0
6244783,EG,4,NO-COUNTRY,0
6246103,FR,356,NO-COUNTRY,0
6250206,GB,222,NO-COUNTRY,0
6252959,HK,6,NO-COUNTRY,0
6253281,HU,15,NO-COUNTRY,0
6253731,IL,6,NO-COUNTRY,0
6253948,IN,1,NO-COUNTRY,0
6254306,IT,71,NO-COUNTRY,0
6262428,JP,2573,NO-COUNTRY,0
6282954,KR,3,NO-COUNTRY,0
6283471,NL,157,NO-COUNTRY,0
6284383,NO,6,NO-COUNTRY,0
6284490,NZ,5,NO-COUNTRY,0
6284595,PL,2,NO-COUNTRY,0
6284804,SE,38,NO-COUNTRY,0
6286046,SU,42,NO-COUNTRY,0
6287108,TW,1,NO-COUNTRY,0
6301883,US,5157,NO-COUNTRY,0
6347647,ZA,2,NO-COUNTRY,0
