,COUNTRY,PATENT,CITING_COUNTRY,PATENT_COUNTRY_NUMBER
5793644,AR,1,NO-COUNTRY,0
5793755,AT,18,NO-COUNTRY,0
5794231,AU,13,NO-COUNTRY,0
5794718,BE,55,NO-COUNTRY,0
5794968,BG,11,NO-COUNTRY,0
5795515,CA,91,NO-COUNTRY,0
5798264,CH,254,NO-COUNTRY,0
5799573,CS,10,NO-COUNTRY,0
5804396,DE,1160,NO-COUNTRY,0
5811974,DK,21,NO-COUNTRY,0
5812162,EG,2,NO-COUNTRY,0
5812193,ES,4,NO-COUNTRY,0
5812327,FI,3,NO-COUNTRY,0
5813771,FR,411,NO-COUNTRY,0
5817564,GB,485,NO-COUNTRY,0
5820346,HU,127,NO-COUNTRY,0
5820628,IL,24,NO-COUNTRY,0
5820749,IN,1,NO-COUNTRY,0
5821393,IT,177,NO-COUNTRY,0
5829076,JP,1306,NO-COUNTRY,0
5840167,MC,1,NO-COUNTRY,0
5840185,MX,3,NO-COUNTRY,0
5840661,NL,48,NO-COUNTRY,0
5841348,NO,5,NO-COUNTRY,0
5841449,NZ,7,NO-COUNTRY,0
5841507,PA,2,NO-COUNTRY,0
5841545,PL,7,NO-COUNTRY,0
5841652,RO,21,NO-COUNTRY,0
5841980,SE,105,NO-COUNTRY,0
5843795,SU,141,NO-COUNTRY,0
5864304,US,3841,NO-COUNTRY,0
5902824,YU,5,NO-COUNTRY,0
5902857,ZA,7,NO-COUNTRY,0
