,COUNTRY,PATENT,CITING_COUNTRY,PATENT_COUNTRY_NUMBER
5793641,AN,1,NO-COUNTRY,0
5793642,AR,1,NO-COUNTRY,0
5793662,AT,89,NO-COUNTRY,0
5794126,AU,89,NO-COUNTRY,0
5794507,BE,197,NO-COUNTRY,0
5794935,BG,33,NO-COUNTRY,0
5795017,BO,1,NO-COUNTRY,0
5795018,BR,14,NO-COUNTRY,0
5795055,BS,7,NO-COUNTRY,0
5795066,CA,345,NO-COUNTRY,0
5796640,CH,782,DE,1
5797422,CH,782,NO-COUNTRY,0
5799514,CS,59,NO-COUNTRY,0
5799695,DE,4312,NO-COUNTRY,0
5811917,DK,47,NO-COUNTRY,0
5812164,ES,27,NO-COUNTRY,0
5812250,FI,74,NO-COUNTRY,0
5812437,FR,1019,NO-COUNTRY,0
5816124,GB,1156,NO-COUNTRY,0
5820081,HK,2,NO-COUNTRY,0
5820113,HU,227,NO-COUNTRY,0
5820540,IE,1,NO-COUNTRY,0
5820558,IL,65,NO-COUNTRY,0
5820743,IN,6,NO-COUNTRY,0
5820753,IT,547,NO-COUNTRY,0
5822173,JP,5424,NO-COUNTRY,0
5840111,KR,6,NO-COUNTRY,0
5840121,LI,7,NO-COUNTRY,0
5840143,LU,3,NO-COUNTRY,0
5840176,MX,9,NO-COUNTRY,0
5840233,NL,331,NO-COUNTRY,0
5841316,NO,28,NO-COUNTRY,0
5841439,NZ,7,NO-COUNTRY,0
5841513,PL,31,NO-COUNTRY,0
5841646,RO,6,NO-COUNTRY,0
5841699,SE,239,NO-COUNTRY,0
5842945,SU,741,NO-COUNTRY,0
5845510,TN,1,NO-COUNTRY,0
5845514,TW,12,NO-COUNTRY,0
5845586,US,14389,NO-COUNTRY,0
5902806,YE,1,NO-COUNTRY,0
5902807,YU,17,NO-COUNTRY,0
5902837,ZA,19,NO-COUNTRY,0
