,COUNTRY,PATENT,CITING_COUNTRY,PATENT_COUNTRY_NUMBER
6347741,AE,2,NO-COUNTRY,0
6347751,AR,5,NO-COUNTRY,0
6348182,AT,138,NO-COUNTRY,0
6348670,AU,168,NO-COUNTRY,0
6349234,BE,58,NO-COUNTRY,0
6349346,BG,10,NO-COUNTRY,0
6349391,BR,15,NO-COUNTRY,0
6350964,CA,556,NO-COUNTRY,0
6353156,CH,430,NO-COUNTRY,0
6353596,CO,1,NO-COUNTRY,0
6353601,CR,2,NO-COUNTRY,0
6353739,CS,69,NO-COUNTRY,0
6365738,DE,2453,NO-COUNTRY,0
6368409,DK,75,NO-COUNTRY,0
6368490,EG,1,NO-COUNTRY,0
6368573,ES,32,NO-COUNTRY,0
6368875,FI,74,NO-COUNTRY,0
6372757,FR,708,NO-COUNTRY,0
6376875,GB,815,NO-COUNTRY,0
6377690,GL,1,NO-COUNTRY,0
6377701,GR,1,NO-COUNTRY,0
6377729,HK,10,NO-COUNTRY,0
6377739,HT,1,NO-COUNTRY,0
6378215,HU,69,NO-COUNTRY,0
6378326,IE,15,NO-COUNTRY,0
6378555,IL,73,NO-COUNTRY,0
6378647,IN,5,NO-COUNTRY,0
6378659,IS,2,NO-COUNTRY,0
6379962,IT,335,NO-COUNTRY,0
6380298,JM,1,NO-COUNTRY,0
6416003,JP,4073,NO-COUNTRY,0
6420109,KR,18,NO-COUNTRY,0
6420131,LB,3,NO-COUNTRY,0
6420143,LI,13,NO-COUNTRY,0
6420218,LU,11,NO-COUNTRY,0
6420229,MA,2,NO-COUNTRY,0
6420240,MC,3,NO-COUNTRY,0
6420243,MU,1,NO-COUNTRY,0
6420274,MX,14,NO-COUNTRY,0
6420291,MY,1,NO-COUNTRY,0
6421331,NL,216,NO-COUNTRY,0
6421643,NO,36,NO-COUNTRY,0
6421706,NZ,22,NO-COUNTRY,0
6421729,PA,1,NO-COUNTRY,0
6421733,PH,2,NO-COUNTRY,0
6421735,PK,2,NO-COUNTRY,0
6421767,PL,6,NO-COUNTRY,0
6421778,PT,1,NO-COUNTRY,0
6421791,SA,2,NO-COUNTRY,0
6422814,SE,276,NO-COUNTRY,0
6423098,SG,3,NO-COUNTRY,0
6423903,SU,131,NO-COUNTRY,0
6424150,TW,95,NO-COUNTRY,0
6472920,US,14710,NO-COUNTRY,0
6487661,VE,3,NO-COUNTRY,0
6487684,YU,5,NO-COUNTRY,0
6487792,ZA,41,NO-COUNTRY,0
