,COUNTRY,PATENT,CITING_COUNTRY,PATENT_COUNTRY_NUMBER
2982833,AR,7,NO-COUNTRY,0
2982840,AR,7,US,1
2983194,AT,18,CH,2
2983212,AT,18,NO-COUNTRY,0
2983230,AT,18,US,1
2985846,AU,29,FR,1
2985875,AU,29,NO-COUNTRY,0
2988330,BE,17,GB,3
2988347,BE,17,NO-COUNTRY,0
2989739,BG,1,NO-COUNTRY,0
2989778,BR,1,US,1
2992286,CA,85,NO-COUNTRY,0
2992371,CA,85,US,8
3013356,CH,184,DE,3
3013540,CH,184,NO-COUNTRY,0
3013724,CH,184,US,6
3022484,CR,1,NO-COUNTRY,0
3022909,CS,24,NO-COUNTRY,0
3022933,CS,24,US,2
3123761,DE,893,FR,3
3124654,DE,893,JP,7
3125547,DE,893,NL,2
3126440,DE,893,NO-COUNTRY,0
3127333,DE,893,US,23
3224787,DK,17,NO-COUNTRY,0
3224804,DK,17,US,1
3225485,ES,17,NO-COUNTRY,0
3225991,FI,2,NO-COUNTRY,0
3225993,FI,2,US,1
3240719,FR,298,DE,2
3241017,FR,298,IT,2
3241315,FR,298,NO-COUNTRY,0
3241613,FR,298,US,6
3286260,GB,331,BE,2
3286591,GB,331,CA,3
3286922,GB,331,DE,9
3287253,GB,331,FR,1
3287584,GB,331,JP,1
3287915,GB,331,NO-COUNTRY,0
3288246,GB,331,US,10
3315038,HK,2,US,2
3315930,HU,87,GB,5
3316017,HU,87,NO-COUNTRY,0
3316104,HU,87,US,14
3316288,IE,3,NO-COUNTRY,0
3316291,IE,3,US,2
3316605,IL,13,NO-COUNTRY,0
3316878,IN,8,NO-COUNTRY,0
3316892,IR,1,US,1
3321304,IT,82,JP,1
3321386,IT,82,NO-COUNTRY,0
3321468,IT,82,US,6
3426690,JP,778,CH,4
3427468,JP,778,DE,5
3428246,JP,778,GB,28
3429024,JP,778,NO-COUNTRY,0
3429802,JP,778,PH,1
3430580,JP,778,US,46
3557706,MX,14,NO-COUNTRY,0
3557720,MX,14,US,1
3561272,NL,29,NO-COUNTRY,0
3561301,NL,29,US,5
3565482,NO,3,NO-COUNTRY,0
3565676,NZ,2,NO-COUNTRY,0
3565847,PL,7,NO-COUNTRY,0
3565899,RO,16,NO-COUNTRY,0
3567627,SE,126,DE,1
3567753,SE,126,NO-COUNTRY,0
3567879,SE,126,US,10
3581680,SU,124,NL,6
3581804,SU,124,NO-COUNTRY,0
3581928,SU,124,US,8
4087633,US,3370,AT,1
4091003,US,3370,BE,2
4094373,US,3370,CA,15
4097743,US,3370,CH,1
4101113,US,3370,DE,26
4104483,US,3370,DK,3
4107853,US,3370,FR,12
4111223,US,3370,GB,10
4114593,US,3370,IL,4
4117963,US,3370,JP,16
4121333,US,3370,NL,4
4124703,US,3370,NO,1
4128073,US,3370,NO-COUNTRY,0
4131443,US,3370,SE,4
4134813,US,3370,SU,4
4138183,US,3370,ZA,1
5033376,YU,4,NO-COUNTRY,0
5033498,ZA,2,NO-COUNTRY,0
