,COUNTRY,PATENT,CITING_COUNTRY,PATENT_COUNTRY_NUMBER
5793645,AR,6,NO-COUNTRY,0
5793812,AT,246,NO-COUNTRY,0
5794291,AU,102,NO-COUNTRY,0
5794805,BE,70,NO-COUNTRY,0
5794985,BG,26,NO-COUNTRY,0
5795037,BR,7,NO-COUNTRY,0
5795062,BS,3,NO-COUNTRY,0
5795785,CA,382,NO-COUNTRY,0
5798739,CH,367,NO-COUNTRY,0
5799506,CL,2,NO-COUNTRY,0
5799510,CN,1,NO-COUNTRY,0
5799512,CR,1,NO-COUNTRY,0
5799598,CS,32,NO-COUNTRY,0
5799694,CY,1,NO-COUNTRY,0
5806992,DE,3093,NO-COUNTRY,0
5812048,DK,47,NO-COUNTRY,0
5812198,ES,22,NO-COUNTRY,0
5812348,FI,60,NO-COUNTRY,0
5814754,FR,747,NO-COUNTRY,0
5818570,GB,793,NO-COUNTRY,0
5820077,GR,2,NO-COUNTRY,0
5820092,HK,9,NO-COUNTRY,0
5820496,HU,26,NO-COUNTRY,0
5820548,IE,3,NO-COUNTRY,0
5820672,IL,26,NO-COUNTRY,0
5820751,IR,2,NO-COUNTRY,0
5821680,IT,274,NO-COUNTRY,0
5822171,JM,1,NO-COUNTRY,0
5833395,JP,4433,NO-COUNTRY,0
5840110,KE,1,NO-COUNTRY,0
5840117,KR,2,NO-COUNTRY,0
5840128,LI,8,NO-COUNTRY,0
5840146,LU,11,NO-COUNTRY,0
5840169,MC,2,NO-COUNTRY,0
5840194,MX,16,NO-COUNTRY,0
5840984,NL,152,NO-COUNTRY,0
5841362,NO,30,NO-COUNTRY,0
5841467,NZ,13,NO-COUNTRY,0
5841509,PA,1,NO-COUNTRY,0
5841510,PG,1,NO-COUNTRY,0
5841511,PH,1,NO-COUNTRY,0
5841567,PL,23,NO-COUNTRY,0
5841645,PT,1,NO-COUNTRY,0
5841682,RO,9,NO-COUNTRY,0
5841697,SA,2,NO-COUNTRY,0
5842230,SE,384,NO-COUNTRY,0
5842941,SG,4,NO-COUNTRY,0
5844444,SU,823,NO-COUNTRY,0
5845508,TH,1,NO-COUNTRY,0
5845511,TN,1,NO-COUNTRY,0
5845535,TW,13,NO-COUNTRY,0
5876940,US,12077,NO-COUNTRY,0
5902795,VE,3,NO-COUNTRY,0
5902832,YU,3,NO-COUNTRY,0
5902876,ZA,38,NO-COUNTRY,0
5902944,ZW,2,NO-COUNTRY,0
