,COUNTRY,PATENT,CITING_COUNTRY,PATENT_COUNTRY_NUMBER
6122875,AR,6,NO-COUNTRY,0
6122989,AT,13,NO-COUNTRY,0
6123417,AU,13,NO-COUNTRY,0
6123833,BE,15,NO-COUNTRY,0
6124054,BG,4,NO-COUNTRY,0
6124471,CA,98,NO-COUNTRY,0
6126270,CH,61,NO-COUNTRY,0
6131769,DE,411,NO-COUNTRY,0
6139331,DK,1,NO-COUNTRY,0
6139623,FI,4,NO-COUNTRY,0
6140668,FR,330,NO-COUNTRY,0
6144110,GB,225,NO-COUNTRY,0
6146471,HK,4,NO-COUNTRY,0
6146715,HU,3,NO-COUNTRY,0
6146995,IE,4,NO-COUNTRY,0
6147078,IL,14,NO-COUNTRY,0
6147583,IT,49,NO-COUNTRY,0
6154328,JP,2326,NO-COUNTRY,0
6170884,NL,117,NO-COUNTRY,0
6171902,SA,1,NO-COUNTRY,0
6172075,SE,38,NO-COUNTRY,0
6173162,SU,16,NO-COUNTRY,0
6174204,TW,3,NO-COUNTRY,0
6187454,US,4331,NO-COUNTRY,0
6225421,YU,1,NO-COUNTRY,0
6225458,ZA,6,NO-COUNTRY,0
