,COUNTRY,PATENT,CITING_COUNTRY,PATENT_COUNTRY_NUMBER
6487842,AR,1,NO-COUNTRY,0
6487970,AT,48,NO-COUNTRY,0
6488628,AU,54,NO-COUNTRY,0
6489243,BE,28,NO-COUNTRY,0
6489467,BG,7,NO-COUNTRY,0
6489543,BR,3,NO-COUNTRY,0
6490236,CA,266,NO-COUNTRY,0
6492466,CH,257,NO-COUNTRY,0
6493592,CN,8,NO-COUNTRY,0
6493706,CY,1,NO-COUNTRY,0
6499914,DE,1706,NO-COUNTRY,0
6508402,DK,46,NO-COUNTRY,0
6508649,ES,13,NO-COUNTRY,0
6508870,FI,44,NO-COUNTRY,0
6510911,FR,865,NO-COUNTRY,0
6515136,GB,776,NO-COUNTRY,0
6517509,GR,4,NO-COUNTRY,0
6517524,HK,5,NO-COUNTRY,0
6518101,HU,46,NO-COUNTRY,0
6518290,IE,4,NO-COUNTRY,0
6518461,IL,66,NO-COUNTRY,0
6518681,IN,1,NO-COUNTRY,0
6519458,IT,171,NO-COUNTRY,0
6533831,JP,6118,NO-COUNTRY,0
6552944,KR,11,NO-COUNTRY,0
6552999,KW,1,NO-COUNTRY,0
6553108,MC,1,NO-COUNTRY,0
6553122,MX,8,NO-COUNTRY,0
6553710,NL,330,NO-COUNTRY,0
6554452,NO,9,NO-COUNTRY,0
6554563,NZ,10,NO-COUNTRY,0
6554648,PL,11,NO-COUNTRY,0
6554683,SA,1,NO-COUNTRY,0
6555078,SE,164,NO-COUNTRY,0
6556327,SU,60,NO-COUNTRY,0
6556723,TR,3,NO-COUNTRY,0
6556746,TW,32,NO-COUNTRY,0
6581365,US,10271,NO-COUNTRY,0
6618531,ZA,19,NO-COUNTRY,0
