,COUNTRY,PATENT,CITING_COUNTRY,PATENT_COUNTRY_NUMBER
5902951,AR,5,NO-COUNTRY,0
5903053,AT,34,NO-COUNTRY,0
5903583,AU,40,NO-COUNTRY,0
5904176,BE,62,NO-COUNTRY,0
5904508,BO,1,NO-COUNTRY,0
5904513,BR,2,NO-COUNTRY,0
5905064,CA,115,NO-COUNTRY,0
5907095,CH,213,NO-COUNTRY,0
5908263,CN,1,NO-COUNTRY,0
5908274,CR,1,NO-COUNTRY,0
5908337,CS,3,NO-COUNTRY,0
5914122,DE,1271,NO-COUNTRY,0
5922067,DK,34,NO-COUNTRY,0
5922243,ES,6,NO-COUNTRY,0
5922375,FI,7,NO-COUNTRY,0
5924059,FR,391,NO-COUNTRY,0
5927841,GB,471,NO-COUNTRY,0
5930435,GR,1,NO-COUNTRY,0
5930451,HK,2,NO-COUNTRY,0
5930680,HU,189,NO-COUNTRY,0
5930993,IE,2,NO-COUNTRY,0
5931082,IL,44,NO-COUNTRY,0
5931234,IN,2,NO-COUNTRY,0
5931791,IT,278,NO-COUNTRY,0
5941301,JP,1356,NO-COUNTRY,0
5954195,KR,2,NO-COUNTRY,0
5954221,LI,2,NO-COUNTRY,0
5954294,MX,3,NO-COUNTRY,0
5954725,NL,50,NO-COUNTRY,0
5955445,NO,6,NO-COUNTRY,0
5955545,NZ,3,NO-COUNTRY,0
5955604,PE,1,NO-COUNTRY,0
5955609,PH,1,NO-COUNTRY,0
5955700,PL,13,NO-COUNTRY,0
5955757,PT,1,NO-COUNTRY,0
5955765,RO,1,NO-COUNTRY,0
5956004,SE,81,NO-COUNTRY,0
5957618,SU,101,NO-COUNTRY,0
5959139,TT,1,NO-COUNTRY,0
5959163,TW,3,NO-COUNTRY,0
5979494,US,3859,NO-COUNTRY,0
6019382,VE,1,NO-COUNTRY,0
6019446,ZA,18,NO-COUNTRY,0
