,COUNTRY,PATENT,CITING_COUNTRY,PATENT_COUNTRY_NUMBER
6225547,AR,5,NO-COUNTRY,0
6225664,AT,66,NO-COUNTRY,0
6226189,AU,64,NO-COUNTRY,0
6226743,BE,24,NO-COUNTRY,0
6226959,BG,7,NO-COUNTRY,0
6226997,BH,1,NO-COUNTRY,0
6227011,BR,1,NO-COUNTRY,0
6227031,BS,1,NO-COUNTRY,0
6227691,CA,219,NO-COUNTRY,0
6229801,CH,259,NO-COUNTRY,0
6230780,CN,1,NO-COUNTRY,0
6230782,CO,1,NO-COUNTRY,0
6230858,CS,6,NO-COUNTRY,0
6236865,DE,1799,NO-COUNTRY,0
6244607,DK,16,NO-COUNTRY,0
6244782,DO,1,NO-COUNTRY,0
6244807,ES,6,NO-COUNTRY,0
6244971,FI,51,NO-COUNTRY,0
6246893,FR,773,NO-COUNTRY,0
6250933,GB,579,NO-COUNTRY,0
6252971,HK,4,NO-COUNTRY,0
6253523,HU,19,NO-COUNTRY,0
6253763,IL,57,NO-COUNTRY,0
6253970,IS,1,NO-COUNTRY,0
6254583,IT,91,NO-COUNTRY,0
6266774,JP,5309,NO-COUNTRY,0
6282963,KR,10,NO-COUNTRY,0
6282993,LI,3,NO-COUNTRY,0
6283014,LU,10,NO-COUNTRY,0
6283068,MC,1,NO-COUNTRY,0
6283088,MX,7,NO-COUNTRY,0
6283691,NL,231,NO-COUNTRY,0
6284396,NO,15,NO-COUNTRY,0
6284506,NZ,3,NO-COUNTRY,0
6284597,PL,6,NO-COUNTRY,0
6284618,RO,9,NO-COUNTRY,0
6284907,SE,191,NO-COUNTRY,0
6286239,SU,267,NO-COUNTRY,0
6287083,TH,1,NO-COUNTRY,0
6287111,TW,12,NO-COUNTRY,0
6311188,US,10310,NO-COUNTRY,0
6347594,VE,1,NO-COUNTRY,0
6347621,YU,4,NO-COUNTRY,0
6347655,ZA,15,NO-COUNTRY,0
