,COUNTRY,PATENT,CITING_COUNTRY,PATENT_COUNTRY_NUMBER
6927676,AR,4,NO-COUNTRY,0
6927869,AT,74,NO-COUNTRY,0
6928826,AU,83,NO-COUNTRY,0
6929732,BE,78,NO-COUNTRY,0
6930132,BG,19,NO-COUNTRY,0
6930186,BM,4,NO-COUNTRY,0
6930212,BR,8,NO-COUNTRY,0
6931253,CA,260,NO-COUNTRY,0
6934286,CH,312,NO-COUNTRY,0
6935861,CN,25,NO-COUNTRY,0
6935942,CO,2,NO-COUNTRY,0
6935978,CS,15,NO-COUNTRY,0
6936039,CU,4,NO-COUNTRY,0
6942814,DE,2146,NO-COUNTRY,0
6954861,DK,88,NO-COUNTRY,0
6955145,EG,3,NO-COUNTRY,0
6955205,ES,42,NO-COUNTRY,0
6955486,FI,19,NO-COUNTRY,0
6957732,FR,803,NO-COUNTRY,0
6963588,GB,866,NO-COUNTRY,0
6967344,GR,2,NO-COUNTRY,0
6967406,HN,1,NO-COUNTRY,0
6967683,HU,357,NO-COUNTRY,0
6968302,IE,6,NO-COUNTRY,0
6968582,IL,140,NO-COUNTRY,0
6969022,IN,6,NO-COUNTRY,0
6969038,IS,2,NO-COUNTRY,0
6969894,IT,375,NO-COUNTRY,0
6991962,JP,3308,NO-COUNTRY,0
7025461,KR,5,NO-COUNTRY,0
7025711,MA,1,NO-COUNTRY,0
7025737,MX,6,NO-COUNTRY,0
7026527,NL,75,NO-COUNTRY,0
7027671,NO,20,NO-COUNTRY,0
7027831,NZ,13,NO-COUNTRY,0
7027968,PL,5,NO-COUNTRY,0
7028014,PT,1,NO-COUNTRY,0
7028021,PY,1,NO-COUNTRY,0
7028027,SA,1,NO-COUNTRY,0
7028369,SE,177,NO-COUNTRY,0
7029633,SU,135,NO-COUNTRY,0
7030429,TW,15,NO-COUNTRY,0
7058797,US,9006,NO-COUNTRY,0
7117928,UY,1,NO-COUNTRY,0
7117990,VE,2,NO-COUNTRY,0
7118009,YU,5,NO-COUNTRY,0
7118059,ZA,8,NO-COUNTRY,0
