,COUNTRY,PATENT,CITING_COUNTRY,PATENT_COUNTRY_NUMBER
5708433,AN,1,NO-COUNTRY,0
5708621,AT,165,NO-COUNTRY,0
5708977,AU,78,NO-COUNTRY,0
5709393,BE,51,NO-COUNTRY,0
5709511,BG,11,NO-COUNTRY,0
5709537,BR,9,NO-COUNTRY,0
5710165,CA,306,NO-COUNTRY,0
5711836,CH,283,NO-COUNTRY,0
5712447,CO,2,NO-COUNTRY,0
5712526,CS,24,NO-COUNTRY,0
5712606,CY,1,NO-COUNTRY,0
5718446,DE,2309,NO-COUNTRY,0
5722322,DK,34,NO-COUNTRY,0
5722467,ES,10,NO-COUNTRY,0
5722564,FI,42,NO-COUNTRY,0
5724426,FR,605,NO-COUNTRY,0
5727345,GB,684,NO-COUNTRY,0
5728576,GR,2,NO-COUNTRY,0
5728583,HK,2,NO-COUNTRY,0
5728595,HT,1,NO-COUNTRY,0
5728814,HU,26,NO-COUNTRY,0
5728998,IL,9,NO-COUNTRY,0
5729064,IR,2,NO-COUNTRY,0
5729715,IT,217,NO-COUNTRY,0
5738002,JP,3435,NO-COUNTRY,0
5743193,KR,4,NO-COUNTRY,0
5743208,LI,3,NO-COUNTRY,0
5743222,LU,20,NO-COUNTRY,0
5743246,MC,1,NO-COUNTRY,0
5743267,MX,21,NO-COUNTRY,0
5743884,NL,137,NO-COUNTRY,0
5744206,NO,30,NO-COUNTRY,0
5744277,NZ,9,NO-COUNTRY,0
5744299,PE,4,NO-COUNTRY,0
5744305,PF,1,NO-COUNTRY,0
5744306,PH,4,NO-COUNTRY,0
5744387,PL,44,NO-COUNTRY,0
5744456,PY,3,NO-COUNTRY,0
5744485,RO,6,NO-COUNTRY,0
5744863,SE,278,NO-COUNTRY,0
5746460,SU,651,NO-COUNTRY,0
5747396,TN,1,NO-COUNTRY,0
5747398,TR,2,NO-COUNTRY,0
5747402,TT,1,NO-COUNTRY,0
5747422,TW,5,NO-COUNTRY,0
5772853,US,9914,NO-COUNTRY,0
5793532,VE,1,NO-COUNTRY,0
5793549,YU,1,NO-COUNTRY,0
5793592,ZA,26,NO-COUNTRY,0
