,COUNTRY,PATENT,CITING_COUNTRY,PATENT_COUNTRY_NUMBER
6487843,AR,5,NO-COUNTRY,0
6488018,AT,262,NO-COUNTRY,0
6488682,AU,129,NO-COUNTRY,0
6489271,BE,72,NO-COUNTRY,0
6489474,BG,44,NO-COUNTRY,0
6489528,BM,2,NO-COUNTRY,0
6489546,BR,14,NO-COUNTRY,0
6490502,CA,497,NO-COUNTRY,0
6492723,CH,448,NO-COUNTRY,0
6493588,CL,1,NO-COUNTRY,0
6493612,CO,2,NO-COUNTRY,0
6493652,CS,18,NO-COUNTRY,0
6501620,DE,3907,NO-COUNTRY,0
6508448,DK,60,NO-COUNTRY,0
6508579,EC,2,NO-COUNTRY,0
6508662,ES,30,NO-COUNTRY,0
6508914,FI,97,NO-COUNTRY,0
6511776,FR,993,NO-COUNTRY,0
6515912,GB,837,NO-COUNTRY,0
6517513,GR,1,NO-COUNTRY,0
6517529,HK,9,NO-COUNTRY,0
6518147,HU,64,NO-COUNTRY,0
6518267,ID,2,NO-COUNTRY,0
6518294,IE,1,NO-COUNTRY,0
6518527,IL,40,NO-COUNTRY,0
6519629,IT,409,NO-COUNTRY,0
6520422,JO,1,NO-COUNTRY,0
6539949,JP,8616,NO-COUNTRY,0
6552955,KR,9,NO-COUNTRY,0
6553019,LI,12,NO-COUNTRY,0
6553040,LU,48,NO-COUNTRY,0
6553109,MC,1,NO-COUNTRY,0
6553130,MX,26,NO-COUNTRY,0
6553174,MY,5,NO-COUNTRY,0
6553187,NF,1,NO-COUNTRY,0
6554040,NL,185,NO-COUNTRY,0
6554461,NO,29,NO-COUNTRY,0
6554573,NZ,22,NO-COUNTRY,0
6554618,PA,1,NO-COUNTRY,0
6554620,PK,1,NO-COUNTRY,0
6554659,PL,13,NO-COUNTRY,0
6554674,RO,7,NO-COUNTRY,0
6554684,SA,1,NO-COUNTRY,0
6555242,SE,409,NO-COUNTRY,0
6556387,SU,213,NO-COUNTRY,0
6556706,SY,4,NO-COUNTRY,0
6556778,TW,68,NO-COUNTRY,0
6591636,US,12617,NO-COUNTRY,0
6618478,VE,3,NO-COUNTRY,0
6618550,ZA,29,NO-COUNTRY,0
