,COUNTRY,PATENT,CITING_COUNTRY,PATENT_COUNTRY_NUMBER
5902947,AR,4,NO-COUNTRY,0
5902974,AT,74,NO-COUNTRY,0
5903469,AU,99,NO-COUNTRY,0
5903918,BE,238,NO-COUNTRY,0
5904415,BG,39,NO-COUNTRY,0
5904506,BM,1,NO-COUNTRY,0
5904509,BR,4,NO-COUNTRY,0
5904538,BS,14,NO-COUNTRY,0
5904559,CA,392,NO-COUNTRY,0
5906242,CH,813,NO-COUNTRY,0
5908266,CO,1,NO-COUNTRY,0
5908272,CR,2,NO-COUNTRY,0
5908277,CS,60,NO-COUNTRY,0
5908421,CU,3,NO-COUNTRY,0
5908424,DE,5236,NO-COUNTRY,0
5922001,DK,61,NO-COUNTRY,0
5922217,EC,1,NO-COUNTRY,0
5922222,ES,20,NO-COUNTRY,0
5922302,FI,71,NO-COUNTRY,0
5922520,FR,1204,NO-COUNTRY,0
5926430,GB,1203,NO-COUNTRY,0
5930434,GR,1,NO-COUNTRY,0
5930440,HK,1,NO-COUNTRY,0
5930479,HU,201,NO-COUNTRY,0
5930990,IE,3,NO-COUNTRY,0
5931014,IL,55,NO-COUNTRY,0
5931229,IN,5,NO-COUNTRY,0
5931244,IT,469,NO-COUNTRY,0
5932826,JP,6710,NO-COUNTRY,0
5954186,KR,9,NO-COUNTRY,0
5954210,LI,11,NO-COUNTRY,0
5954238,LU,2,NO-COUNTRY,0
5954284,MX,10,NO-COUNTRY,0
5954344,NL,298,NO-COUNTRY,0
5955404,NO,40,NO-COUNTRY,0
5955542,NZ,2,NO-COUNTRY,0
5955607,PH,2,NO-COUNTRY,0
5955616,PL,73,NO-COUNTRY,0
5955755,PT,2,NO-COUNTRY,0
5955762,RO,1,NO-COUNTRY,0
5955786,SE,188,NO-COUNTRY,0
5956945,SG,1,NO-COUNTRY,0
5956949,SU,611,NO-COUNTRY,0
5959141,TW,13,NO-COUNTRY,0
5959233,US,16114,NO-COUNTRY,0
6019380,VE,2,NO-COUNTRY,0
6019397,YU,14,NO-COUNTRY,0
6019414,ZA,26,NO-COUNTRY,0
