,COUNTRY,PATENT,CITING_COUNTRY,PATENT_COUNTRY_NUMBER
7932254,AR,4,NO-COUNTRY,0
7932432,AT,24,NO-COUNTRY,0
7932968,AU,51,NO-COUNTRY,0
7934079,BE,49,NO-COUNTRY,0
7934639,BY,1,NO-COUNTRY,0
7935452,CA,284,NO-COUNTRY,0
7938890,CH,112,NO-COUNTRY,0
7940344,CL,1,NO-COUNTRY,0
7940398,CN,1,NO-COUNTRY,0
7946376,DE,780,NO-COUNTRY,0
7957001,DK,6,NO-COUNTRY,0
7957304,EG,4,NO-COUNTRY,0
7957373,ES,21,NO-COUNTRY,0
7957755,FI,82,NO-COUNTRY,0
7959795,FR,624,NO-COUNTRY,0
7965680,GB,477,NO-COUNTRY,0
7968887,GR,7,NO-COUNTRY,0
7968906,GT,1,NO-COUNTRY,0
7968918,HK,6,NO-COUNTRY,0
7969137,HU,2,NO-COUNTRY,0
7969260,ID,2,NO-COUNTRY,0
7969295,IE,12,NO-COUNTRY,0
7969480,IL,160,NO-COUNTRY,0
7970118,IN,12,NO-COUNTRY,0
7970987,IT,118,NO-COUNTRY,0
7986605,JP,11536,NO-COUNTRY,0
8034452,KR,338,NO-COUNTRY,0
8035825,LI,2,NO-COUNTRY,0
8035946,MX,2,NO-COUNTRY,0
8035998,MY,4,NO-COUNTRY,0
8036526,NL,224,NO-COUNTRY,0
8037749,NO,21,NO-COUNTRY,0
8037939,NZ,1,NO-COUNTRY,0
8038131,RU,20,NO-COUNTRY,0
8038236,SA,2,NO-COUNTRY,0
8038463,SE,142,NO-COUNTRY,0
8039507,SG,9,NO-COUNTRY,0
8039706,SU,4,NO-COUNTRY,0
8040127,TW,143,NO-COUNTRY,0
8064671,US,15646,NO-COUNTRY,0
8152574,ZA,4,NO-COUNTRY,0
