,COUNTRY,PATENT,CITING_COUNTRY,PATENT_COUNTRY_NUMBER
6775609,AR,13,NO-COUNTRY,0
6776098,AT,143,NO-COUNTRY,0
6776673,AU,227,NO-COUNTRY,0
6776900,BB,1,NO-COUNTRY,0
6777395,BE,126,NO-COUNTRY,0
6777561,BG,30,NO-COUNTRY,0
6777594,BM,3,NO-COUNTRY,0
6777630,BR,14,NO-COUNTRY,0
6777646,BS,1,NO-COUNTRY,0
6779376,CA,616,NO-COUNTRY,0
6781653,CH,397,NO-COUNTRY,0
6782056,CL,4,NO-COUNTRY,0
6782160,CN,8,NO-COUNTRY,0
6782172,CO,3,NO-COUNTRY,0
6782276,CS,16,NO-COUNTRY,0
6796072,DE,2405,NO-COUNTRY,0
6798668,DK,49,NO-COUNTRY,0
6798882,ES,39,NO-COUNTRY,0
6799255,FI,63,NO-COUNTRY,0
6803759,FR,784,NO-COUNTRY,0
6808250,GB,729,NO-COUNTRY,0
6808987,GR,5,NO-COUNTRY,0
6809020,HK,20,NO-COUNTRY,0
6809531,HU,27,NO-COUNTRY,0
6809559,ID,1,NO-COUNTRY,0
6809619,IE,20,NO-COUNTRY,0
6809982,IL,84,NO-COUNTRY,0
6810108,IN,1,NO-COUNTRY,0
6810110,IQ,1,NO-COUNTRY,0
6810113,IS,6,NO-COUNTRY,0
6811686,IT,358,NO-COUNTRY,0
6849221,JP,4923,NO-COUNTRY,0
6854254,KR,25,NO-COUNTRY,0
6854279,KW,4,NO-COUNTRY,0
6854297,LI,3,NO-COUNTRY,0
6854300,LK,1,NO-COUNTRY,0
6854382,LU,8,NO-COUNTRY,0
6854393,MA,1,NO-COUNTRY,0
6854399,MT,2,NO-COUNTRY,0
6854454,MX,20,NO-COUNTRY,0
6855663,NL,206,NO-COUNTRY,0
6855990,NO,58,NO-COUNTRY,0
6856103,NZ,31,NO-COUNTRY,0
6856140,PH,2,NO-COUNTRY,0
6856164,PL,10,NO-COUNTRY,0
6856177,PT,3,NO-COUNTRY,0
6857127,SE,310,NO-COUNTRY,0
6857444,SG,1,NO-COUNTRY,0
6857849,SU,70,NO-COUNTRY,0
6857925,TR,1,NO-COUNTRY,0
6857929,TT,4,NO-COUNTRY,0
6858221,TW,234,NO-COUNTRY,0
6912367,US,15068,NO-COUNTRY,0
6927465,VE,12,NO-COUNTRY,0
6927508,YU,2,NO-COUNTRY,0
6927634,ZA,33,NO-COUNTRY,0
6927669,ZW,1,NO-COUNTRY,0
