,COUNTRY,PATENT,CITING_COUNTRY,PATENT_COUNTRY_NUMBER
6,AR,1,NO-COUNTRY,0
894,AT,14,NO-COUNTRY,0
4838,AU,14,NO-COUNTRY,0
4852,AU,14,US,6
9286,BE,12,NO-COUNTRY,0
10544,BG,1,NO-COUNTRY,0
10740,BS,1,NO-COUNTRY,0
16466,CA,81,DE,2
16547,CA,81,NO-COUNTRY,0
16628,CA,81,US,20
49191,CH,97,DE,2
49288,CH,97,FR,2
49385,CH,97,JP,1
49482,CH,97,NO-COUNTRY,0
49579,CH,97,US,5
65464,CO,2,NO-COUNTRY,0
65466,CR,1,NO-COUNTRY,0
66219,CS,9,FR,6
66228,CS,9,JP,6
66237,CS,9,NO-COUNTRY,0
66246,CS,9,US,1
164493,DE,496,AU,2
164989,DE,496,CH,4
165485,DE,496,FR,9
165981,DE,496,GB,2
166477,DE,496,IT,1
166973,DE,496,JP,12
167469,DE,496,MC,4
167965,DE,496,NL,1
168461,DE,496,NO-COUNTRY,0
168957,DE,496,US,74
305399,DK,12,EG,1
305411,DK,12,NO-COUNTRY,0
305423,DK,12,US,5
306097,DO,1,NO-COUNTRY,0
306099,EG,2,NO-COUNTRY,0
306153,ES,3,NO-COUNTRY,0
306724,FI,3,NO-COUNTRY,0
329283,FR,241,BE,3
329524,FR,241,DE,3
329765,FR,241,IL,1
330006,FR,241,JP,8
330247,FR,241,NO-COUNTRY,0
330488,FR,241,US,48
391127,GB,287,AR,1
391414,GB,287,AT,1
391701,GB,287,CA,2
391988,GB,287,CH,4
392275,GB,287,DE,8
392562,GB,287,FR,3
392849,GB,287,HU,6
393136,GB,287,JP,5
393423,GB,287,NO-COUNTRY,0
393710,GB,287,US,105
393997,GB,287,ZA,2
443452,HU,28,NO-COUNTRY,0
443654,IE,1,JP,1
443941,IL,19,NO-COUNTRY,0
443960,IL,19,SU,2
444339,IS,2,NO-COUNTRY,0
451011,IT,62,GB,2
451073,IT,62,NO-COUNTRY,0
451135,IT,62,US,6
451197,IT,62,ZW,1
597434,JP,807,AT,1
598241,JP,807,CH,6
599048,JP,807,DE,7
599855,JP,807,FI,4
600662,JP,807,FR,4
601469,JP,807,IL,5
602276,JP,807,NO-COUNTRY,0
603083,JP,807,SU,3
603890,JP,807,US,51
739723,LB,1,US,2
739882,MX,5,NO-COUNTRY,0
743355,NL,33,CH,1
743388,NL,33,DE,1
743421,NL,33,GB,2
743454,NL,33,NO-COUNTRY,0
743487,NL,33,SU,1
743520,NL,33,US,11
749566,NO,4,NO-COUNTRY,0
749570,NO,4,US,2
750143,PL,25,JP,3
750168,PL,25,NO-COUNTRY,0
750402,RO,10,NO-COUNTRY,0
753966,SE,97,AT,9
754063,SE,97,AU,2
754160,SE,97,CH,3
754257,SE,97,FR,2
754354,SE,97,JP,1
754451,SE,97,NL,1
754548,SE,97,NO-COUNTRY,0
754645,SE,97,US,29
771129,SU,85,GB,1
771214,SU,85,NO-COUNTRY,0
771299,SU,85,US,4
783707,UG,1,JP,1
783708,UG,1,US,1
1436939,US,3412,AR,3
1440351,US,3412,AU,6
1443763,US,3412,BE,10
1447175,US,3412,BR,2
1450587,US,3412,CA,32
1453999,US,3412,CH,7
1457411,US,3412,CS,2
1460823,US,3412,DE,70
1464235,US,3412,DK,10
1467647,US,3412,ES,4
1471059,US,3412,FR,35
1474471,US,3412,GB,118
1477883,US,3412,IN,3
1481295,US,3412,IR,1
1484707,US,3412,IT,17
1488119,US,3412,JP,87
1491531,US,3412,NL,27
1494943,US,3412,NO,4
1498355,US,3412,NO-COUNTRY,0
1501767,US,3412,PH,3
1505179,US,3412,SE,25
1508591,US,3412,SU,3
1512003,US,3412,ZA,2
2982627,ZA,3,NO-COUNTRY,0
