,COUNTRY,PATENT,CITING_COUNTRY,PATENT_COUNTRY_NUMBER
8375548,AE,1,NO-COUNTRY,0
8375607,AR,8,NO-COUNTRY,0
8376246,AT,159,NO-COUNTRY,0
8377044,AU,223,NO-COUNTRY,0
8377267,AW,2,NO-COUNTRY,0
8378267,BE,200,NO-COUNTRY,0
8378469,BM,1,NO-COUNTRY,0
8378546,BR,29,NO-COUNTRY,0
8382018,CA,893,NO-COUNTRY,0
8384678,CH,406,NO-COUNTRY,0
8385084,CK,1,NO-COUNTRY,0
8385090,CL,1,NO-COUNTRY,0
8385223,CN,5,NO-COUNTRY,0
8385233,CO,2,NO-COUNTRY,0
8385262,CS,7,NO-COUNTRY,0
8385275,CZ,6,NO-COUNTRY,0
8400459,DE,2233,NO-COUNTRY,0
8403043,DK,100,NO-COUNTRY,0
8403439,ES,40,NO-COUNTRY,0
8404287,FI,103,NO-COUNTRY,0
8409956,FR,741,NO-COUNTRY,0
8414981,GB,680,NO-COUNTRY,0
8415692,GR,5,NO-COUNTRY,0
8415766,HK,53,NO-COUNTRY,0
8415819,HN,9,NO-COUNTRY,0
8415837,HR,1,NO-COUNTRY,0
8416188,HU,14,NO-COUNTRY,0
8416333,IE,41,NO-COUNTRY,0
8417376,IL,121,NO-COUNTRY,0
8417594,IN,11,NO-COUNTRY,0
8417608,IS,1,NO-COUNTRY,0
8419754,IT,455,NO-COUNTRY,0
8478768,JP,6210,NO-COUNTRY,0
8484985,KN,1,NO-COUNTRY,0
8487572,KR,253,NO-COUNTRY,0
8487826,KW,1,NO-COUNTRY,0
8487843,LI,9,NO-COUNTRY,0
8487886,LU,11,NO-COUNTRY,0
8487962,MX,39,NO-COUNTRY,0
8488012,MY,7,NO-COUNTRY,0
8489415,NL,231,NO-COUNTRY,0
8489862,NO,54,NO-COUNTRY,0
8489968,NZ,27,NO-COUNTRY,0
8489995,PA,1,NO-COUNTRY,0
8489997,PE,2,NO-COUNTRY,0
8490002,PH,1,NO-COUNTRY,0
8490048,PL,11,NO-COUNTRY,0
8490442,RU,42,NO-COUNTRY,0
8490494,SA,4,NO-COUNTRY,0
8491888,SE,210,NO-COUNTRY,0
8492247,SG,23,NO-COUNTRY,0
8492304,SI,1,NO-COUNTRY,0
8492357,TC,1,NO-COUNTRY,0
8492366,TH,8,NO-COUNTRY,0
8492383,TR,1,NO-COUNTRY,0
8494376,TW,658,NO-COUNTRY,0
8495073,UA,3,NO-COUNTRY,0
8600718,US,22214,NO-COUNTRY,0
8622990,VE,12,NO-COUNTRY,0
8623185,ZA,54,NO-COUNTRY,0
8623239,ZW,2,NO-COUNTRY,0
