,COUNTRY,PATENT,CITING_COUNTRY,PATENT_COUNTRY_NUMBER
8893372,AD,1,NO-COUNTRY,0
8893373,AE,1,NO-COUNTRY,0
8893374,AI,1,NO-COUNTRY,0
8893440,AR,14,NO-COUNTRY,0
8894145,AT,138,NO-COUNTRY,0
8895379,AU,302,NO-COUNTRY,0
8897184,BE,211,NO-COUNTRY,0
8897398,BM,1,NO-COUNTRY,0
8897399,BO,1,NO-COUNTRY,0
8897512,BR,44,NO-COUNTRY,0
8897579,BS,3,NO-COUNTRY,0
8897602,BY,11,NO-COUNTRY,0
8902271,CA,1264,NO-COUNTRY,0
8905646,CH,480,NO-COUNTRY,0
8906161,CL,5,NO-COUNTRY,0
8906346,CN,12,NO-COUNTRY,0
8906362,CO,1,NO-COUNTRY,0
8906363,CR,1,NO-COUNTRY,0
8906379,CS,4,NO-COUNTRY,0
8906434,CZ,5,NO-COUNTRY,0
8926786,DE,3022,NO-COUNTRY,0
8930689,DK,111,NO-COUNTRY,0
8930808,EC,2,NO-COUNTRY,0
8931249,ES,99,NO-COUNTRY,0
8932429,FI,116,NO-COUNTRY,0
8939843,FR,978,NO-COUNTRY,0
8947150,GB,981,NO-COUNTRY,0
8948156,GR,2,NO-COUNTRY,0
8948326,HK,79,NO-COUNTRY,0
8948408,HN,3,NO-COUNTRY,0
8948437,HR,1,NO-COUNTRY,0
8948712,HU,6,NO-COUNTRY,0
8948719,ID,4,NO-COUNTRY,0
8948863,IE,31,NO-COUNTRY,0
8950356,IL,183,NO-COUNTRY,0
8950829,IN,21,NO-COUNTRY,0
8950859,IS,2,NO-COUNTRY,0
8953626,IT,550,NO-COUNTRY,0
8954176,JM,1,NO-COUNTRY,0
9051410,JP,8517,NO-COUNTRY,0
9059928,KN,2,NO-COUNTRY,0
9065209,KR,501,NO-COUNTRY,0
9065750,LI,5,NO-COUNTRY,0
9065810,LU,14,NO-COUNTRY,0
9065828,MA,2,NO-COUNTRY,0
9065841,MC,3,NO-COUNTRY,0
9065927,MX,29,NO-COUNTRY,0
9065978,MY,23,NO-COUNTRY,0
9068496,NL,325,NO-COUNTRY,0
9069087,NO,116,NO-COUNTRY,0
9069331,NZ,81,NO-COUNTRY,0
9069418,PE,1,NO-COUNTRY,0
9069424,PH,4,NO-COUNTRY,0
9069429,PK,1,NO-COUNTRY,0
9069467,PL,6,NO-COUNTRY,0
9069488,PT,6,NO-COUNTRY,0
9070167,RU,44,NO-COUNTRY,0
9070224,SA,6,NO-COUNTRY,0
9072122,SE,340,NO-COUNTRY,0
9072698,SG,22,NO-COUNTRY,0
9072762,SI,6,NO-COUNTRY,0
9072800,SV,1,NO-COUNTRY,0
9072816,TH,5,NO-COUNTRY,0
9072823,TR,1,NO-COUNTRY,0
9076526,TW,941,NO-COUNTRY,0
9077505,UA,12,NO-COUNTRY,0
9224006,US,27704,NO-COUNTRY,0
9251797,VE,4,NO-COUNTRY,0
9251802,VG,1,NO-COUNTRY,0
9251965,ZA,55,NO-COUNTRY,0
