,COUNTRY,PATENT,CITING_COUNTRY,PATENT_COUNTRY_NUMBER
7932251,AG,1,NO-COUNTRY,0
7932271,AR,14,NO-COUNTRY,0
7932592,AT,150,NO-COUNTRY,0
7933275,AU,163,NO-COUNTRY,0
7934293,BE,77,NO-COUNTRY,0
7934524,BG,5,NO-COUNTRY,0
7934573,BR,29,NO-COUNTRY,0
7936592,CA,667,NO-COUNTRY,0
7939576,CH,349,NO-COUNTRY,0
7940350,CL,3,NO-COUNTRY,0
7940445,CN,24,NO-COUNTRY,0
7940537,CS,5,NO-COUNTRY,0
7940598,CY,1,NO-COUNTRY,0
7951031,DE,3683,NO-COUNTRY,0
7957181,DK,62,NO-COUNTRY,0
7957490,ES,52,NO-COUNTRY,0
7958019,FI,113,NO-COUNTRY,0
7962547,FR,1085,NO-COUNTRY,0
7967581,GB,656,NO-COUNTRY,0
7968901,GR,3,NO-COUNTRY,0
7968942,HK,17,NO-COUNTRY,0
7969236,HU,8,NO-COUNTRY,0
7969262,ID,1,NO-COUNTRY,0
7969348,IE,13,NO-COUNTRY,0
7969882,IL,96,NO-COUNTRY,0
7970150,IN,6,NO-COUNTRY,0
7970160,IR,1,NO-COUNTRY,0
7971817,IT,526,NO-COUNTRY,0
8014941,JP,12934,NO-COUNTRY,0
8035475,KR,192,NO-COUNTRY,0
8035815,KZ,5,NO-COUNTRY,0
8035849,LI,6,NO-COUNTRY,0
8035860,LU,53,NO-COUNTRY,0
8035919,MC,2,NO-COUNTRY,0
8035962,MX,16,NO-COUNTRY,0
8036006,MY,1,NO-COUNTRY,0
8037268,NL,220,NO-COUNTRY,0
8037816,NO,48,NO-COUNTRY,0
8037980,NZ,3,NO-COUNTRY,0
8038016,PH,3,NO-COUNTRY,0
8038019,PK,1,NO-COUNTRY,0
8038044,PL,9,NO-COUNTRY,0
8038055,PT,4,NO-COUNTRY,0
8038062,RO,7,NO-COUNTRY,0
8038179,RU,31,NO-COUNTRY,0
8038242,SA,4,NO-COUNTRY,0
8039003,SE,286,NO-COUNTRY,0
8039559,SG,42,NO-COUNTRY,0
8039626,SI,3,NO-COUNTRY,0
8039769,SU,73,NO-COUNTRY,0
8039865,TH,1,NO-COUNTRY,0
8039872,TR,3,NO-COUNTRY,0
8039876,TT,2,NO-COUNTRY,0
8040748,TW,422,NO-COUNTRY,0
8041821,UA,10,NO-COUNTRY,0
8112735,US,18769,NO-COUNTRY,0
8152483,VE,2,NO-COUNTRY,0
8152538,YU,7,NO-COUNTRY,0
8152605,ZA,47,NO-COUNTRY,0
