,COUNTRY,PATENT,CITING_COUNTRY,PATENT_COUNTRY_NUMBER
5594531,AR,3,NO-COUNTRY,0
5594645,AT,38,NO-COUNTRY,0
5595151,AU,27,NO-COUNTRY,0
5595703,BE,34,NO-COUNTRY,0
5595984,BG,10,NO-COUNTRY,0
5596066,BR,1,NO-COUNTRY,0
5596760,CA,216,NO-COUNTRY,0
5598981,CH,239,NO-COUNTRY,0
5600012,CR,1,NO-COUNTRY,0
5600139,CS,27,NO-COUNTRY,0
5606168,DE,1502,NO-COUNTRY,0
5612637,DK,38,NO-COUNTRY,0
5612840,ES,6,NO-COUNTRY,0
5612990,FI,15,NO-COUNTRY,0
5614778,FR,642,NO-COUNTRY,0
5618860,GB,696,NO-COUNTRY,0
5621283,HK,3,NO-COUNTRY,0
5621566,HU,23,NO-COUNTRY,0
5621626,ID,1,NO-COUNTRY,0
5621636,IE,1,NO-COUNTRY,0
5621735,IL,20,NO-COUNTRY,0
5621862,IR,2,NO-COUNTRY,0
5621867,IS,1,NO-COUNTRY,0
5622570,IT,121,NO-COUNTRY,0
5631170,JP,2747,NO-COUNTRY,0
5640638,KR,1,NO-COUNTRY,0
5640655,LI,1,NO-COUNTRY,0
5640680,LU,3,NO-COUNTRY,0
5640707,MM,1,NO-COUNTRY,0
5641212,NL,245,NO-COUNTRY,0
5641850,NO,10,NO-COUNTRY,0
5641940,NZ,2,NO-COUNTRY,0
5642000,PH,3,NO-COUNTRY,0
5642083,PL,7,NO-COUNTRY,0
5642177,RO,2,NO-COUNTRY,0
5642589,SE,159,NO-COUNTRY,0
5643470,SG,2,NO-COUNTRY,0
5644415,SU,388,NO-COUNTRY,0
5645888,TW,5,NO-COUNTRY,0
5670385,US,9703,NO-COUNTRY,0
5708297,YU,1,NO-COUNTRY,0
5708360,ZA,15,NO-COUNTRY,0
