,COUNTRY,PATENT,CITING_COUNTRY,PATENT_COUNTRY_NUMBER
6927675,AR,1,NO-COUNTRY,0
6927825,AT,44,NO-COUNTRY,0
6928770,AU,56,NO-COUNTRY,0
6929685,BE,47,NO-COUNTRY,0
6930113,BG,19,NO-COUNTRY,0
6930209,BR,3,NO-COUNTRY,0
6930263,BS,1,NO-COUNTRY,0
6930914,CA,339,NO-COUNTRY,0
6934185,CH,101,NO-COUNTRY,0
6935852,CN,9,NO-COUNTRY,0
6941883,DE,931,NO-COUNTRY,0
6954843,DK,18,NO-COUNTRY,0
6955144,EG,1,NO-COUNTRY,0
6955199,ES,6,NO-COUNTRY,0
6955477,FI,9,NO-COUNTRY,0
6957137,FR,595,NO-COUNTRY,0
6963028,GB,560,NO-COUNTRY,0
6967354,HK,5,NO-COUNTRY,0
6968284,IE,18,NO-COUNTRY,0
6968520,IL,62,NO-COUNTRY,0
6969035,IQ,1,NO-COUNTRY,0
6969765,IT,129,NO-COUNTRY,0
6982943,JP,9019,NO-COUNTRY,0
7025433,KR,28,NO-COUNTRY,0
7026281,NL,246,NO-COUNTRY,0
7027653,NO,18,NO-COUNTRY,0
7027819,NZ,12,NO-COUNTRY,0
7027965,PL,3,NO-COUNTRY,0
7028026,SA,1,NO-COUNTRY,0
7028287,SE,82,NO-COUNTRY,0
7029407,SG,3,NO-COUNTRY,0
7029586,SU,47,NO-COUNTRY,0
7030300,TR,2,NO-COUNTRY,0
7030363,TW,66,NO-COUNTRY,0
7048794,US,10003,NO-COUNTRY,0
7117989,VE,1,NO-COUNTRY,0
7118056,ZA,3,NO-COUNTRY,0
