,COUNTRY,PATENT,CITING_COUNTRY,PATENT_COUNTRY_NUMBER
7302041,AT,16,NO-COUNTRY,0
7302777,AU,59,NO-COUNTRY,0
7303645,BE,42,NO-COUNTRY,0
7304079,BG,9,NO-COUNTRY,0
7304895,CA,265,NO-COUNTRY,0
7308530,CH,88,NO-COUNTRY,0
7310033,CN,6,NO-COUNTRY,0
7316490,DE,781,NO-COUNTRY,0
7328170,DK,7,NO-COUNTRY,0
7328555,ES,3,NO-COUNTRY,0
7328911,FI,28,NO-COUNTRY,0
7330945,FR,570,NO-COUNTRY,0
7336689,GB,471,NO-COUNTRY,0
7340662,HK,4,NO-COUNTRY,0
7340901,HU,3,NO-COUNTRY,0
7341337,IE,20,NO-COUNTRY,0
7341532,IL,66,NO-COUNTRY,0
7342021,IN,1,NO-COUNTRY,0
7342733,IT,102,NO-COUNTRY,0
7357046,JP,8447,NO-COUNTRY,0
7401236,KR,102,NO-COUNTRY,0
7401912,MY,8,NO-COUNTRY,0
7402431,NL,221,NO-COUNTRY,0
7403822,NO,21,NO-COUNTRY,0
7403991,NZ,2,NO-COUNTRY,0
7404102,PT,3,NO-COUNTRY,0
7404112,SA,1,NO-COUNTRY,0
7404313,SE,52,NO-COUNTRY,0
7405246,SG,6,NO-COUNTRY,0
7405452,SU,23,NO-COUNTRY,0
7406258,TW,73,NO-COUNTRY,0
7426416,US,10008,NO-COUNTRY,0
7499395,VE,2,NO-COUNTRY,0
7499438,YU,3,NO-COUNTRY,0
7499539,ZA,11,NO-COUNTRY,0
