,COUNTRY,PATENT,CITING_COUNTRY,PATENT_COUNTRY_NUMBER
5793773,AT,39,NO-COUNTRY,0
5794244,AU,47,NO-COUNTRY,0
5794773,BE,32,NO-COUNTRY,0
5794979,BG,6,NO-COUNTRY,0
5795033,BR,4,NO-COUNTRY,0
5795606,CA,179,NO-COUNTRY,0
5798518,CH,221,NO-COUNTRY,0
5799502,CL,4,NO-COUNTRY,0
5799583,CS,15,NO-COUNTRY,0
5805556,DE,1436,NO-COUNTRY,0
5811995,DK,53,NO-COUNTRY,0
5812197,ES,1,NO-COUNTRY,0
5812330,FI,18,NO-COUNTRY,0
5814182,FR,572,NO-COUNTRY,0
5818049,GB,521,NO-COUNTRY,0
5820086,HK,6,NO-COUNTRY,0
5820473,HU,23,NO-COUNTRY,0
5820539,ID,1,NO-COUNTRY,0
5820541,IE,7,NO-COUNTRY,0
5820652,IL,20,NO-COUNTRY,0
5820750,IQ,1,NO-COUNTRY,0
5821570,IT,110,NO-COUNTRY,0
5830382,JP,3013,NO-COUNTRY,0
5840168,MC,1,NO-COUNTRY,0
5840188,MX,6,NO-COUNTRY,0
5840709,NL,275,NO-COUNTRY,0
5841353,NO,9,NO-COUNTRY,0
5841456,NZ,11,NO-COUNTRY,0
5841552,PL,15,NO-COUNTRY,0
5841673,RO,9,NO-COUNTRY,0
5842085,SE,145,NO-COUNTRY,0
5843936,SU,508,NO-COUNTRY,0
5845530,TW,5,NO-COUNTRY,0
5868145,US,8795,NO-COUNTRY,0
5902793,VE,2,NO-COUNTRY,0
5902829,YU,3,NO-COUNTRY,0
5902864,ZA,12,NO-COUNTRY,0
