,COUNTRY,PATENT,CITING_COUNTRY,PATENT_COUNTRY_NUMBER
9252040,AR,36,NO-COUNTRY,0
9252406,AT,138,NO-COUNTRY,0
9253482,AU,404,NO-COUNTRY,0
9255310,BE,313,NO-COUNTRY,0
9256066,BG,4,NO-COUNTRY,0
9256108,BR,10,NO-COUNTRY,0
9256225,BS,11,NO-COUNTRY,0
9258579,CA,1261,NO-COUNTRY,0
9263854,CH,474,NO-COUNTRY,0
9265646,CL,5,NO-COUNTRY,0
9265757,CN,48,NO-COUNTRY,0
9265904,CO,4,NO-COUNTRY,0
9265918,CS,6,NO-COUNTRY,0
9265935,CU,12,NO-COUNTRY,0
9265955,CZ,22,NO-COUNTRY,0
9274584,DE,3256,NO-COUNTRY,0
9290345,DK,666,NO-COUNTRY,0
9291316,DO,2,NO-COUNTRY,0
9291318,EC,4,NO-COUNTRY,0
9291329,EG,7,NO-COUNTRY,0
9291501,ES,132,NO-COUNTRY,0
9292611,FI,207,NO-COUNTRY,0
9296422,FR,1938,NO-COUNTRY,0
9304892,GB,1959,NO-COUNTRY,0
9309573,GE,2,NO-COUNTRY,0
9309591,GR,10,NO-COUNTRY,0
9309680,HK,10,NO-COUNTRY,0
9309899,HR,9,NO-COUNTRY,0
9309914,HT,1,NO-COUNTRY,0
9309954,HU,83,NO-COUNTRY,0
9310166,IE,38,NO-COUNTRY,0
9311002,IL,456,NO-COUNTRY,0
9312191,IN,123,NO-COUNTRY,0
9312384,IS,6,NO-COUNTRY,0
9313414,IT,588,NO-COUNTRY,0
9350426,JP,4995,NO-COUNTRY,0
9402933,KR,404,NO-COUNTRY,0
9406765,KW,3,NO-COUNTRY,0
9406776,KY,1,NO-COUNTRY,0
9406777,KZ,1,NO-COUNTRY,0
9406826,LT,3,NO-COUNTRY,0
9406874,LV,6,NO-COUNTRY,0
9406885,MC,29,NO-COUNTRY,0
9406919,MG,6,NO-COUNTRY,0
9406988,MX,10,NO-COUNTRY,0
9408193,NL,507,NO-COUNTRY,0
9410035,NO,72,NO-COUNTRY,0
9410401,NZ,69,NO-COUNTRY,0
9410583,PH,2,NO-COUNTRY,0
9410622,PL,15,NO-COUNTRY,0
9410660,PT,5,NO-COUNTRY,0
9410668,RO,6,NO-COUNTRY,0
9410960,RU,117,NO-COUNTRY,0
9411324,SA,2,NO-COUNTRY,0
9412292,SE,542,NO-COUNTRY,0
9414172,SG,15,NO-COUNTRY,0
9414380,SI,4,NO-COUNTRY,0
9414391,SK,6,NO-COUNTRY,0
9414406,SU,18,NO-COUNTRY,0
9414434,TH,7,NO-COUNTRY,0
9414453,TR,3,NO-COUNTRY,0
9414461,TT,1,NO-COUNTRY,0
9415742,TW,170,NO-COUNTRY,0
9489724,US,31834,NO-COUNTRY,0
9604388,UY,5,NO-COUNTRY,0
9604467,VE,7,NO-COUNTRY,0
9604501,VN,2,NO-COUNTRY,0
9604505,YU,2,NO-COUNTRY,0
9604568,ZA,27,NO-COUNTRY,0
