,COUNTRY,PATENT,CITING_COUNTRY,PATENT_COUNTRY_NUMBER
5594551,AT,53,NO-COUNTRY,0
5595041,AU,81,NO-COUNTRY,0
5595426,BE,235,NO-COUNTRY,0
5595910,BG,74,NO-COUNTRY,0
5596059,BR,5,NO-COUNTRY,0
5596092,BS,12,NO-COUNTRY,0
5596107,CA,457,NO-COUNTRY,0
5597901,CH,807,NO-COUNTRY,0
5599995,CL,1,NO-COUNTRY,0
5600003,CO,2,NO-COUNTRY,0
5600011,CR,1,NO-COUNTRY,0
5600013,CS,107,NO-COUNTRY,0
5600308,DE,4403,NO-COUNTRY,0
5612560,DK,50,NO-COUNTRY,0
5612803,ES,25,NO-COUNTRY,0
5612911,FI,75,NO-COUNTRY,0
5613102,FR,1024,NO-COUNTRY,0
5616753,GB,1397,NO-COUNTRY,0
5621273,GR,3,NO-COUNTRY,0
5621279,HK,2,NO-COUNTRY,0
5621305,HU,204,NO-COUNTRY,0
5621628,IE,8,NO-COUNTRY,0
5621656,IL,47,NO-COUNTRY,0
5621821,IN,17,NO-COUNTRY,0
5621855,IR,4,NO-COUNTRY,0
5621869,IT,488,NO-COUNTRY,0
5623160,JO,3,NO-COUNTRY,0
5623163,JP,5579,NO-COUNTRY,0
5640630,KR,3,NO-COUNTRY,0
5640649,LB,2,NO-COUNTRY,0
5640667,LU,13,NO-COUNTRY,0
5640708,MX,5,NO-COUNTRY,0
5640744,MY,1,NO-COUNTRY,0
5640749,NL,295,NO-COUNTRY,0
5641820,NO,29,NO-COUNTRY,0
5641935,NZ,4,NO-COUNTRY,0
5641998,PH,2,NO-COUNTRY,0
5642007,PL,75,NO-COUNTRY,0
5642158,PT,1,NO-COUNTRY,0
5642163,RO,7,NO-COUNTRY,0
5642196,SE,236,NO-COUNTRY,0
5643472,SU,810,NO-COUNTRY,0
5645868,SV,1,NO-COUNTRY,0
5645871,SZ,2,NO-COUNTRY,0
5645873,TR,1,NO-COUNTRY,0
5645874,TT,6,NO-COUNTRY,0
5645880,TW,5,NO-COUNTRY,0
5645911,US,16810,NO-COUNTRY,0
5708310,ZA,43,NO-COUNTRY,0
5708431,ZW,1,NO-COUNTRY,0
