,COUNTRY,PATENT,CITING_COUNTRY,PATENT_COUNTRY_NUMBER
6775604,AR,2,NO-COUNTRY,0
6775754,AT,59,NO-COUNTRY,0
6776401,AU,52,NO-COUNTRY,0
6777174,BE,88,NO-COUNTRY,0
6777592,BM,2,NO-COUNTRY,0
6777611,BR,2,NO-COUNTRY,0
6778321,CA,180,NO-COUNTRY,0
6780657,CH,270,NO-COUNTRY,0
6782090,CN,11,NO-COUNTRY,0
6782168,CO,3,NO-COUNTRY,0
6782228,CS,19,NO-COUNTRY,0
6788381,DE,1368,NO-COUNTRY,0
6798522,DK,34,NO-COUNTRY,0
6798747,ES,53,NO-COUNTRY,0
6799037,FI,22,NO-COUNTRY,0
6801058,FR,589,NO-COUNTRY,0
6806074,GB,601,NO-COUNTRY,0
6808979,GP,1,NO-COUNTRY,0
6808981,GR,4,NO-COUNTRY,0
6808998,HK,1,NO-COUNTRY,0
6809187,HU,266,NO-COUNTRY,0
6809589,IE,6,NO-COUNTRY,0
6809755,IL,80,NO-COUNTRY,0
6810081,IN,23,NO-COUNTRY,0
6810109,IQ,1,NO-COUNTRY,0
6810111,IR,1,NO-COUNTRY,0
6810751,IT,240,NO-COUNTRY,0
6827358,JP,2370,NO-COUNTRY,0
6854187,KR,8,NO-COUNTRY,0
6854284,LI,4,NO-COUNTRY,0
6854395,MC,3,NO-COUNTRY,0
6854410,MX,10,NO-COUNTRY,0
6854991,NL,61,NO-COUNTRY,0
6855922,NO,8,NO-COUNTRY,0
6856062,NZ,11,NO-COUNTRY,0
6856153,PL,7,NO-COUNTRY,0
6856189,SA,1,NO-COUNTRY,0
6856473,SE,147,NO-COUNTRY,0
6857573,SU,70,NO-COUNTRY,0
6857919,SV,1,NO-COUNTRY,0
6857990,TW,17,NO-COUNTRY,0
6880282,US,6626,NO-COUNTRY,0
6927435,UY,1,NO-COUNTRY,0
6927489,YU,3,NO-COUNTRY,0
6927553,ZA,18,NO-COUNTRY,0
