,COUNTRY,PATENT,CITING_COUNTRY,PATENT_COUNTRY_NUMBER
7118219,AR,4,NO-COUNTRY,0
7118352,AT,109,NO-COUNTRY,0
7119140,AU,76,NO-COUNTRY,0
7119857,BE,125,NO-COUNTRY,0
7120310,BG,21,NO-COUNTRY,0
7120420,BR,3,NO-COUNTRY,0
7121399,CA,212,NO-COUNTRY,0
7124346,CH,340,NO-COUNTRY,0
7125745,CL,2,NO-COUNTRY,0
7125797,CN,18,NO-COUNTRY,0
7125872,CO,2,NO-COUNTRY,0
7125932,CS,27,NO-COUNTRY,0
7132652,DE,1998,NO-COUNTRY,0
7143566,DK,77,NO-COUNTRY,0
7143811,EG,2,NO-COUNTRY,0
7143865,ES,43,NO-COUNTRY,0
7144266,FI,44,NO-COUNTRY,0
7146559,FR,778,NO-COUNTRY,0
7152013,GB,876,NO-COUNTRY,0
7155538,GR,6,NO-COUNTRY,0
7155558,HK,3,NO-COUNTRY,0
7155779,HU,199,NO-COUNTRY,0
7156147,IE,19,NO-COUNTRY,0
7156422,IL,109,NO-COUNTRY,0
7156813,IN,7,NO-COUNTRY,0
7157612,IT,399,NO-COUNTRY,0
7179257,JP,3536,NO-COUNTRY,0
7212038,KR,22,NO-COUNTRY,0
7212295,KW,2,NO-COUNTRY,0
7212302,LI,2,NO-COUNTRY,0
7212365,MC,1,NO-COUNTRY,0
7212386,MX,8,NO-COUNTRY,0
7212985,NL,90,NO-COUNTRY,0
7214149,NO,25,NO-COUNTRY,0
7214309,NZ,16,NO-COUNTRY,0
7214429,PL,8,NO-COUNTRY,0
7214465,PT,3,NO-COUNTRY,0
7214471,PY,1,NO-COUNTRY,0
7214472,RO,3,NO-COUNTRY,0
7214477,SA,1,NO-COUNTRY,0
7214793,SE,161,NO-COUNTRY,0
7216021,SU,106,NO-COUNTRY,0
7216776,TW,16,NO-COUNTRY,0
7244626,US,8915,NO-COUNTRY,0
7301597,UY,2,NO-COUNTRY,0
7301645,VE,1,NO-COUNTRY,0
7301666,YU,10,NO-COUNTRY,0
7301742,ZA,11,NO-COUNTRY,0
