,COUNTRY,PATENT,CITING_COUNTRY,PATENT_COUNTRY_NUMBER
5793651,AR,11,NO-COUNTRY,0
5794058,AT,68,NO-COUNTRY,0
5794393,AU,114,NO-COUNTRY,0
5794875,BE,60,NO-COUNTRY,0
5795011,BG,5,NO-COUNTRY,0
5795016,BM,1,NO-COUNTRY,0
5795044,BR,11,NO-COUNTRY,0
5795065,BS,1,NO-COUNTRY,0
5796167,CA,473,NO-COUNTRY,0
5799106,CH,396,NO-COUNTRY,0
5799508,CL,2,NO-COUNTRY,0
5799511,CO,1,NO-COUNTRY,0
5799513,CR,1,NO-COUNTRY,0
5799630,CS,63,NO-COUNTRY,0
5799693,CU,1,NO-COUNTRY,0
5810085,DE,1832,NO-COUNTRY,0
5812095,DK,66,NO-COUNTRY,0
5812161,EC,1,NO-COUNTRY,0
5812220,ES,30,NO-COUNTRY,0
5812408,FI,29,NO-COUNTRY,0
5815501,FR,623,NO-COUNTRY,0
5819363,GB,714,NO-COUNTRY,0
5820079,GR,2,NO-COUNTRY,0
5820101,HK,10,NO-COUNTRY,0
5820111,HT,2,NO-COUNTRY,0
5820522,HU,17,NO-COUNTRY,0
5820551,IE,7,NO-COUNTRY,0
5820698,IL,45,NO-COUNTRY,0
5821954,IT,217,NO-COUNTRY,0
5822172,JM,1,NO-COUNTRY,0
5837828,JP,2282,NO-COUNTRY,0
5840119,KR,2,NO-COUNTRY,0
5840136,LI,7,NO-COUNTRY,0
5840157,LU,10,NO-COUNTRY,0
5840171,MC,5,NO-COUNTRY,0
5840210,MX,16,NO-COUNTRY,0
5840226,NC,1,NO-COUNTRY,0
5840227,NG,6,NO-COUNTRY,0
5841136,NL,180,NO-COUNTRY,0
5841392,NO,47,NO-COUNTRY,0
5841480,NZ,27,NO-COUNTRY,0
5841512,PH,1,NO-COUNTRY,0
5841590,PL,55,NO-COUNTRY,0
5841691,RO,6,NO-COUNTRY,0
5842614,SE,327,NO-COUNTRY,0
5845267,SU,241,NO-COUNTRY,0
5845509,TH,1,NO-COUNTRY,0
5845512,TR,2,NO-COUNTRY,0
5845548,TW,38,NO-COUNTRY,0
5889017,US,13776,NO-COUNTRY,0
5902798,VE,8,NO-COUNTRY,0
5902835,YU,2,NO-COUNTRY,0
5902914,ZA,30,NO-COUNTRY,0
5902946,ZW,1,NO-COUNTRY,0
