,COUNTRY,PATENT,CITING_COUNTRY,PATENT_COUNTRY_NUMBER
6487837,AR,3,NO-COUNTRY,0
6487922,AT,20,NO-COUNTRY,0
6488574,AU,13,NO-COUNTRY,0
6489161,BE,26,NO-COUNTRY,0
6489466,BG,1,NO-COUNTRY,0
6489959,CA,170,NO-COUNTRY,0
6492231,CH,72,NO-COUNTRY,0
6493607,CO,1,NO-COUNTRY,0
6497971,DE,525,NO-COUNTRY,0
6508312,DK,4,NO-COUNTRY,0
6508581,EG,1,NO-COUNTRY,0
6508618,ES,1,NO-COUNTRY,0
6508842,FI,4,NO-COUNTRY,0
6510054,FR,423,NO-COUNTRY,0
6514337,GB,330,NO-COUNTRY,0
6517522,HK,2,NO-COUNTRY,0
6517756,HU,23,NO-COUNTRY,0
6518279,IE,4,NO-COUNTRY,0
6518383,IL,24,NO-COUNTRY,0
6518651,IN,8,NO-COUNTRY,0
6519094,IT,106,NO-COUNTRY,0
6527995,JP,4007,NO-COUNTRY,0
6553036,LU,4,NO-COUNTRY,0
6553498,NL,160,NO-COUNTRY,0
6554439,NO,7,NO-COUNTRY,0
6554904,SE,72,NO-COUNTRY,0
6556185,SU,20,NO-COUNTRY,0
6556715,TR,6,NO-COUNTRY,0
6556739,TW,4,NO-COUNTRY,0
6570178,US,6047,NO-COUNTRY,0
6618525,ZA,2,NO-COUNTRY,0
