,COUNTRY,PATENT,CITING_COUNTRY,PATENT_COUNTRY_NUMBER
5902956,AR,1,NO-COUNTRY,0
5903087,AT,51,NO-COUNTRY,0
5903623,AU,42,NO-COUNTRY,0
5904238,BE,38,NO-COUNTRY,0
5904457,BG,4,NO-COUNTRY,0
5904515,BR,6,NO-COUNTRY,0
5904552,BS,2,NO-COUNTRY,0
5905179,CA,208,NO-COUNTRY,0
5907308,CH,213,NO-COUNTRY,0
5908268,CO,4,NO-COUNTRY,0
5908275,CR,2,NO-COUNTRY,0
5908340,CS,11,NO-COUNTRY,0
5915393,DE,1613,NO-COUNTRY,0
5922101,DK,23,NO-COUNTRY,0
5922218,EG,3,NO-COUNTRY,0
5922249,ES,6,NO-COUNTRY,0
5922382,FI,32,NO-COUNTRY,0
5924450,FR,583,NO-COUNTRY,0
5928312,GB,581,NO-COUNTRY,0
5930453,HK,6,NO-COUNTRY,0
5930869,HU,38,NO-COUNTRY,0
5930995,IE,3,NO-COUNTRY,0
5931126,IL,29,NO-COUNTRY,0
5931236,IN,3,NO-COUNTRY,0
5931239,IR,4,NO-COUNTRY,0
5932069,IT,169,NO-COUNTRY,0
5942657,JP,3719,NO-COUNTRY,0
5954197,KR,2,NO-COUNTRY,0
5954297,MX,9,NO-COUNTRY,0
5954775,NL,247,NO-COUNTRY,0
5955451,NO,19,NO-COUNTRY,0
5955548,NZ,2,NO-COUNTRY,0
5955610,PH,2,NO-COUNTRY,0
5955713,PL,3,NO-COUNTRY,0
5955766,RO,4,NO-COUNTRY,0
5956085,SE,170,NO-COUNTRY,0
5956946,SG,1,NO-COUNTRY,0
5957719,SU,405,NO-COUNTRY,0
5959166,TW,6,NO-COUNTRY,0
5983353,US,9150,NO-COUNTRY,0
6019383,VE,3,NO-COUNTRY,0
6019464,ZA,29,NO-COUNTRY,0
