,COUNTRY,PATENT,CITING_COUNTRY,PATENT_COUNTRY_NUMBER
6019571,AR,2,NO-COUNTRY,0
6019589,AT,78,NO-COUNTRY,0
6019981,AU,96,NO-COUNTRY,0
6020367,BE,147,NO-COUNTRY,0
6020758,BG,6,NO-COUNTRY,0
6020803,BR,3,NO-COUNTRY,0
6020841,CA,251,NO-COUNTRY,0
6022324,CH,668,NO-COUNTRY,0
6024248,CO,1,NO-COUNTRY,0
6024254,CS,46,NO-COUNTRY,0
6024423,DE,4135,NO-COUNTRY,0
6036187,DK,32,NO-COUNTRY,0
6036378,ES,18,NO-COUNTRY,0
6036446,FI,53,NO-COUNTRY,0
6036644,FR,960,NO-COUNTRY,0
6040182,GB,813,NO-COUNTRY,0
6043610,GR,2,NO-COUNTRY,0
6043645,HU,239,NO-COUNTRY,0
6044190,IE,2,NO-COUNTRY,0
6044220,IL,55,NO-COUNTRY,0
6044415,IN,3,NO-COUNTRY,0
6044420,IT,411,NO-COUNTRY,0
6045785,JP,5665,NO-COUNTRY,0
6066490,KY,1,NO-COUNTRY,0
6066493,LB,1,NO-COUNTRY,0
6066494,LI,10,NO-COUNTRY,0
6066519,LU,1,NO-COUNTRY,0
6066573,MX,8,NO-COUNTRY,0
6066617,NL,290,NO-COUNTRY,0
6067666,NO,26,NO-COUNTRY,0
6067765,NZ,7,NO-COUNTRY,0
6067836,PH,8,NO-COUNTRY,0
6067851,PL,28,NO-COUNTRY,0
6067936,PT,4,NO-COUNTRY,0
6067947,RO,7,NO-COUNTRY,0
6067961,SE,167,NO-COUNTRY,0
6068963,SU,438,NO-COUNTRY,0
6070118,TW,26,NO-COUNTRY,0
6070231,US,13507,NO-COUNTRY,0
6122746,VE,1,NO-COUNTRY,0
6122759,YU,10,NO-COUNTRY,0
6122780,ZA,26,NO-COUNTRY,0
