,COUNTRY,PATENT,CITING_COUNTRY,PATENT_COUNTRY_NUMBER
8893370,AD,2,NO-COUNTRY,0
8893438,AR,2,NO-COUNTRY,0
8893923,AT,222,NO-COUNTRY,0
8895196,AU,183,NO-COUNTRY,0
8896979,BE,205,NO-COUNTRY,0
8897395,BG,2,NO-COUNTRY,0
8897490,BR,22,NO-COUNTRY,0
8897592,BY,10,NO-COUNTRY,0
8901317,CA,954,NO-COUNTRY,0
8905251,CH,395,NO-COUNTRY,0
8906149,CL,12,NO-COUNTRY,0
8906339,CN,7,NO-COUNTRY,0
8906376,CS,3,NO-COUNTRY,0
8906421,CZ,13,NO-COUNTRY,0
8921556,DE,5230,NO-COUNTRY,0
8930575,DK,114,NO-COUNTRY,0
8930806,EC,2,NO-COUNTRY,0
8931188,ES,61,NO-COUNTRY,0
8932226,FI,203,NO-COUNTRY,0
8938637,FR,1206,NO-COUNTRY,0
8946181,GB,969,NO-COUNTRY,0
8948153,GR,3,NO-COUNTRY,0
8948293,HK,33,NO-COUNTRY,0
8948405,HN,3,NO-COUNTRY,0
8948435,HR,2,NO-COUNTRY,0
8948702,HU,10,NO-COUNTRY,0
8948841,IE,22,NO-COUNTRY,0
8950206,IL,150,NO-COUNTRY,0
8950815,IN,14,NO-COUNTRY,0
8950855,IS,4,NO-COUNTRY,0
8953065,IT,561,NO-COUNTRY,0
9034145,JP,17265,NO-COUNTRY,0
9064559,KR,650,NO-COUNTRY,0
9065710,KW,1,NO-COUNTRY,0
9065714,KY,8,NO-COUNTRY,0
9065722,KZ,1,NO-COUNTRY,0
9065725,LB,2,NO-COUNTRY,0
9065741,LI,9,NO-COUNTRY,0
9065786,LU,24,NO-COUNTRY,0
9065840,MC,1,NO-COUNTRY,0
9065844,MM,1,NO-COUNTRY,0
9065904,MX,23,NO-COUNTRY,0
9065974,MY,4,NO-COUNTRY,0
9068223,NL,273,NO-COUNTRY,0
9069025,NO,62,NO-COUNTRY,0
9069312,NZ,19,NO-COUNTRY,0
9069414,PE,4,NO-COUNTRY,0
9069465,PL,2,NO-COUNTRY,0
9069497,RO,1,NO-COUNTRY,0
9070028,RU,139,NO-COUNTRY,0
9070220,SA,4,NO-COUNTRY,0
9071727,SE,395,NO-COUNTRY,0
9072668,SG,30,NO-COUNTRY,0
9072760,SI,2,NO-COUNTRY,0
9072768,SK,3,NO-COUNTRY,0
9072797,SU,3,NO-COUNTRY,0
9072801,TC,1,NO-COUNTRY,0
9072812,TH,4,NO-COUNTRY,0
9075756,TW,770,NO-COUNTRY,0
9077495,UA,10,NO-COUNTRY,0
9200019,US,23987,NO-COUNTRY,0
9251795,VE,2,NO-COUNTRY,0
9251926,ZA,39,NO-COUNTRY,0
