,COUNTRY,PATENT,CITING_COUNTRY,PATENT_COUNTRY_NUMBER
6927670,AE,1,NO-COUNTRY,0
6927943,AT,84,NO-COUNTRY,0
6928909,AU,66,NO-COUNTRY,0
6929810,BE,42,NO-COUNTRY,0
6930151,BG,13,NO-COUNTRY,0
6930195,BO,2,NO-COUNTRY,0
6930220,BR,4,NO-COUNTRY,0
6931513,CA,400,NO-COUNTRY,0
6934598,CH,336,NO-COUNTRY,0
6935886,CN,16,NO-COUNTRY,0
6935993,CS,7,NO-COUNTRY,0
6944960,DE,2687,NO-COUNTRY,0
6954949,DK,43,NO-COUNTRY,0
6955247,ES,11,NO-COUNTRY,0
6955505,FI,57,NO-COUNTRY,0
6958535,FR,1183,NO-COUNTRY,0
6964454,GB,942,NO-COUNTRY,0
6967359,HK,16,NO-COUNTRY,0
6968040,HU,35,NO-COUNTRY,0
6968261,ID,1,NO-COUNTRY,0
6968308,IE,22,NO-COUNTRY,0
6968722,IL,102,NO-COUNTRY,0
6970269,IT,290,NO-COUNTRY,0
6995270,JP,10897,NO-COUNTRY,0
7025466,KR,79,NO-COUNTRY,0
7025743,MX,1,NO-COUNTRY,0
7026602,NL,468,NO-COUNTRY,0
7027691,NO,20,NO-COUNTRY,0
7027844,NZ,22,NO-COUNTRY,0
7027913,PE,1,NO-COUNTRY,0
7027920,PH,2,NO-COUNTRY,0
7027973,PL,6,NO-COUNTRY,0
7028028,SA,1,NO-COUNTRY,0
7028546,SE,196,NO-COUNTRY,0
7029410,SG,3,NO-COUNTRY,0
7029768,SU,163,NO-COUNTRY,0
7030444,TW,101,NO-COUNTRY,0
7067803,US,14753,NO-COUNTRY,0
7118014,YU,6,NO-COUNTRY,0
7118067,ZA,15,NO-COUNTRY,0
