,COUNTRY,PATENT,CITING_COUNTRY,PATENT_COUNTRY_NUMBER
8152709,AG,2,NO-COUNTRY,0
8152712,AM,6,NO-COUNTRY,0
8152719,AR,8,NO-COUNTRY,0
8152765,AT,149,NO-COUNTRY,0
8153404,AU,155,NO-COUNTRY,0
8154237,BE,432,NO-COUNTRY,0
8155177,BR,24,NO-COUNTRY,0
8155296,BS,6,NO-COUNTRY,0
8155319,CA,790,NO-COUNTRY,0
8159260,CH,622,NO-COUNTRY,0
8161258,CL,3,NO-COUNTRY,0
8161277,CN,46,NO-COUNTRY,0
8161434,CO,2,NO-COUNTRY,0
8161441,CS,24,NO-COUNTRY,0
8161484,CY,2,NO-COUNTRY,0
8161488,DE,5846,NO-COUNTRY,0
8178150,DK,73,NO-COUNTRY,0
8178518,EE,1,NO-COUNTRY,0
8178519,EG,1,NO-COUNTRY,0
8178524,ES,70,NO-COUNTRY,0
8178796,FI,219,NO-COUNTRY,0
8179486,FR,1716,NO-COUNTRY,0
8185658,GB,1253,NO-COUNTRY,0
8190598,GR,1,NO-COUNTRY,0
8190606,HK,8,NO-COUNTRY,0
8190721,HR,2,NO-COUNTRY,0
8190740,HU,153,NO-COUNTRY,0
8191117,ID,2,NO-COUNTRY,0
8191121,IE,14,NO-COUNTRY,0
8191216,IL,74,NO-COUNTRY,0
8191984,IN,47,NO-COUNTRY,0
8192118,IT,666,NO-COUNTRY,0
8194370,JP,13195,NO-COUNTRY,0
8254471,KR,411,NO-COUNTRY,0
8256573,KW,1,NO-COUNTRY,0
8256580,LI,13,NO-COUNTRY,0
8256618,LU,12,NO-COUNTRY,0
8256684,MA,2,NO-COUNTRY,0
8256686,MC,1,NO-COUNTRY,0
8256692,MX,15,NO-COUNTRY,0
8256776,NL,356,NO-COUNTRY,0
8258389,NO,47,NO-COUNTRY,0
8258646,NZ,6,NO-COUNTRY,0
8258717,PA,1,NO-COUNTRY,0
8258722,PH,6,NO-COUNTRY,0
8258736,PK,1,NO-COUNTRY,0
8258737,PL,24,NO-COUNTRY,0
8258770,PT,4,NO-COUNTRY,0
8258783,RU,129,NO-COUNTRY,0
8259133,SA,2,NO-COUNTRY,0
8259152,SE,232,NO-COUNTRY,0
8260608,SG,23,NO-COUNTRY,0
8260736,SI,10,NO-COUNTRY,0
8260750,SU,32,NO-COUNTRY,0
8260801,TH,4,NO-COUNTRY,0
8260811,TR,4,NO-COUNTRY,0
8260817,TW,260,NO-COUNTRY,0
8263112,UA,4,NO-COUNTRY,0
8263135,US,21685,NO-COUNTRY,0
8375269,VE,45,NO-COUNTRY,0
8375345,YU,4,NO-COUNTRY,0
8375357,ZA,42,NO-COUNTRY,0
