,COUNTRY,PATENT,CITING_COUNTRY,PATENT_COUNTRY_NUMBER
9252030,AR,5,NO-COUNTRY,0
9252099,AT,274,NO-COUNTRY,0
9253103,AU,266,NO-COUNTRY,0
9254472,AZ,2,NO-COUNTRY,0
9254475,BE,704,NO-COUNTRY,0
9256071,BH,1,NO-COUNTRY,0
9256075,BR,28,NO-COUNTRY,0
9256221,BS,4,NO-COUNTRY,0
9256239,BY,6,NO-COUNTRY,0
9256260,CA,1137,NO-COUNTRY,0
9262965,CH,752,NO-COUNTRY,0
9265631,CL,13,NO-COUNTRY,0
9265659,CN,82,NO-COUNTRY,0
9265891,CO,13,NO-COUNTRY,0
9265910,CR,2,NO-COUNTRY,0
9265932,CU,3,NO-COUNTRY,0
9265947,CZ,8,NO-COUNTRY,0
9265999,DE,7041,NO-COUNTRY,0
9290030,DK,259,NO-COUNTRY,0
9291336,ES,126,NO-COUNTRY,0
9291809,FI,345,NO-COUNTRY,0
9293277,FR,2050,NO-COUNTRY,0
9301857,GB,1837,NO-COUNTRY,0
9309575,GH,4,NO-COUNTRY,0
9309616,GT,1,NO-COUNTRY,0
9309617,HK,24,NO-COUNTRY,0
9309882,HR,10,NO-COUNTRY,0
9309915,HU,29,NO-COUNTRY,0
9310106,IE,25,NO-COUNTRY,0
9310308,IL,168,NO-COUNTRY,0
9311966,IN,207,NO-COUNTRY,0
9312369,IR,3,NO-COUNTRY,0
9312398,IT,753,NO-COUNTRY,0
9315499,JP,15572,NO-COUNTRY,0
9400217,KE,2,NO-COUNTRY,0
9400219,KR,1032,NO-COUNTRY,0
9406764,KW,1,NO-COUNTRY,0
9406778,LB,1,NO-COUNTRY,0
9406780,LI,30,NO-COUNTRY,0
9406829,LU,9,NO-COUNTRY,0
9406881,MA,3,NO-COUNTRY,0
9406927,MX,51,NO-COUNTRY,0
9407095,MY,5,NO-COUNTRY,0
9407169,NL,620,NO-COUNTRY,0
9409908,NO,93,NO-COUNTRY,0
9410359,NZ,24,NO-COUNTRY,0
9410578,PH,3,NO-COUNTRY,0
9410598,PL,24,NO-COUNTRY,0
9410659,PT,1,NO-COUNTRY,0
9410679,RU,179,NO-COUNTRY,0
9411319,SA,4,NO-COUNTRY,0
9411336,SE,382,NO-COUNTRY,0
9414055,SG,31,NO-COUNTRY,0
9414376,SI,3,NO-COUNTRY,0
9414401,SR,3,NO-COUNTRY,0
9414425,TH,7,NO-COUNTRY,0
9414462,TW,644,NO-COUNTRY,0
9420289,UA,24,NO-COUNTRY,0
9420360,US,29826,NO-COUNTRY,0
9604399,VE,67,NO-COUNTRY,0
9604504,YU,1,NO-COUNTRY,0
9604507,ZA,45,NO-COUNTRY,0
