,COUNTRY,PATENT,CITING_COUNTRY,PATENT_COUNTRY_NUMBER
6347743,AR,2,NO-COUNTRY,0
6347837,AT,9,NO-COUNTRY,0
6348413,AU,13,NO-COUNTRY,0
6348996,BE,34,NO-COUNTRY,0
6349297,BG,11,NO-COUNTRY,0
6349901,CA,165,NO-COUNTRY,0
6352245,CH,49,NO-COUNTRY,0
6353586,CL,2,NO-COUNTRY,0
6353681,CS,3,NO-COUNTRY,0
6358444,DE,572,NO-COUNTRY,0
6368258,DK,5,NO-COUNTRY,0
6368485,EG,4,NO-COUNTRY,0
6368515,ES,1,NO-COUNTRY,0
6368707,FI,10,NO-COUNTRY,0
6370068,FR,449,NO-COUNTRY,0
6374530,GB,270,NO-COUNTRY,0
6377698,GR,2,NO-COUNTRY,0
6377704,HK,2,NO-COUNTRY,0
6377986,HU,15,NO-COUNTRY,0
6378311,IE,5,NO-COUNTRY,0
6378391,IL,25,NO-COUNTRY,0
6379138,IT,104,NO-COUNTRY,0
6388239,JP,3870,NO-COUNTRY,0
6420090,KR,5,NO-COUNTRY,0
6420236,MC,1,NO-COUNTRY,0
6420248,MX,4,NO-COUNTRY,0
6420611,NL,126,NO-COUNTRY,0
6421574,NO,7,NO-COUNTRY,0
6422022,SE,58,NO-COUNTRY,0
6423090,SG,1,NO-COUNTRY,0
6423301,SU,20,NO-COUNTRY,0
6424034,SY,1,NO-COUNTRY,0
6424038,TR,2,NO-COUNTRY,0
6424068,TW,7,NO-COUNTRY,0
6439111,US,5512,NO-COUNTRY,0
6487723,ZA,7,NO-COUNTRY,0
