,COUNTRY,PATENT,CITING_COUNTRY,PATENT_COUNTRY_NUMBER
5594524,AG,1,NO-COUNTRY,0
5594604,AT,19,NO-COUNTRY,0
5595122,AU,11,NO-COUNTRY,0
5595661,BE,10,NO-COUNTRY,0
5596064,BR,1,NO-COUNTRY,0
5596564,CA,100,NO-COUNTRY,0
5598708,CH,71,NO-COUNTRY,0
5600005,CO,2,NO-COUNTRY,0
5604711,DE,401,NO-COUNTRY,0
5612610,DK,4,NO-COUNTRY,0
5614126,FR,281,NO-COUNTRY,0
5618150,GB,268,NO-COUNTRY,0
5621281,HK,2,NO-COUNTRY,0
5622357,IT,75,NO-COUNTRY,0
5628742,JP,1338,NO-COUNTRY,0
5641044,NL,125,NO-COUNTRY,0
5641939,NZ,1,NO-COUNTRY,0
5642170,RO,7,NO-COUNTRY,0
5642432,SE,68,NO-COUNTRY,0
5644282,SU,49,NO-COUNTRY,0
5662721,US,4452,NO-COUNTRY,0
5708353,ZA,2,NO-COUNTRY,0
