,COUNTRY,PATENT,CITING_COUNTRY,PATENT_COUNTRY_NUMBER
9252022,AE,5,NO-COUNTRY,0
9252027,AG,1,NO-COUNTRY,0
9252084,AR,15,NO-COUNTRY,0
9252947,AT,156,NO-COUNTRY,0
9254184,AU,288,NO-COUNTRY,0
9254474,BB,1,NO-COUNTRY,0
9255883,BE,183,NO-COUNTRY,0
9256072,BM,1,NO-COUNTRY,0
9256166,BR,55,NO-COUNTRY,0
9256238,BS,1,NO-COUNTRY,0
9256253,BY,7,NO-COUNTRY,0
9261669,CA,1296,NO-COUNTRY,0
9265118,CH,513,NO-COUNTRY,0
9265657,CL,2,NO-COUNTRY,0
9265859,CN,32,NO-COUNTRY,0
9265908,CO,2,NO-COUNTRY,0
9265917,CR,1,NO-COUNTRY,0
9265929,CS,3,NO-COUNTRY,0
9265994,CZ,5,NO-COUNTRY,0
9286592,DE,3438,NO-COUNTRY,0
9291155,DK,161,NO-COUNTRY,0
9291322,EC,4,NO-COUNTRY,0
9291733,ES,76,NO-COUNTRY,0
9293144,FI,133,NO-COUNTRY,0
9300726,FR,1131,NO-COUNTRY,0
9308570,GB,1003,NO-COUNTRY,0
9309610,GR,6,NO-COUNTRY,0
9309806,HK,74,NO-COUNTRY,0
9309880,HN,2,NO-COUNTRY,0
9309913,HR,1,NO-COUNTRY,0
9310081,HU,13,NO-COUNTRY,0
9310101,ID,5,NO-COUNTRY,0
9310275,IE,33,NO-COUNTRY,0
9311829,IL,137,NO-COUNTRY,0
9312356,IN,13,NO-COUNTRY,0
9315049,IT,448,NO-COUNTRY,0
9391577,JP,8640,NO-COUNTRY,0
9406197,KR,567,NO-COUNTRY,0
9406771,KW,5,NO-COUNTRY,0
9406779,LB,1,NO-COUNTRY,0
9406823,LI,3,NO-COUNTRY,0
9406861,LU,13,NO-COUNTRY,0
9406916,MC,3,NO-COUNTRY,0
9407063,MX,32,NO-COUNTRY,0
9407153,MY,14,NO-COUNTRY,0
9407167,NF,1,NO-COUNTRY,0
9409512,NL,396,NO-COUNTRY,0
9410240,NO,119,NO-COUNTRY,0
9410528,NZ,46,NO-COUNTRY,0
9410575,PE,3,NO-COUNTRY,0
9410596,PH,2,NO-COUNTRY,0
9410643,PL,16,NO-COUNTRY,0
9410665,PT,1,NO-COUNTRY,0
9410666,PY,1,NO-COUNTRY,0
9410678,RO,1,NO-COUNTRY,0
9411270,RU,49,NO-COUNTRY,0
9411333,SA,3,NO-COUNTRY,0
9413681,SE,374,NO-COUNTRY,0
9414354,SG,22,NO-COUNTRY,0
9414390,SI,1,NO-COUNTRY,0
9414400,SM,1,NO-COUNTRY,0
9414424,SY,1,NO-COUNTRY,0
9414446,TH,7,NO-COUNTRY,0
9414460,TR,1,NO-COUNTRY,0
9419159,TW,1130,NO-COUNTRY,0
9420348,UA,12,NO-COUNTRY,0
9574623,US,29765,NO-COUNTRY,0
9604483,VE,17,NO-COUNTRY,0
9604653,ZA,55,NO-COUNTRY,0
