,COUNTRY,PATENT,CITING_COUNTRY,PATENT_COUNTRY_NUMBER
6775813,AT,73,NO-COUNTRY,0
6776453,AU,62,NO-COUNTRY,0
6777262,BE,51,NO-COUNTRY,0
6777524,BG,15,NO-COUNTRY,0
6777613,BR,1,NO-COUNTRY,0
6778501,CA,320,NO-COUNTRY,0
6780927,CH,270,NO-COUNTRY,0
6782101,CN,25,NO-COUNTRY,0
6782292,CY,1,NO-COUNTRY,0
6789749,DE,2352,NO-COUNTRY,0
6798556,DK,43,NO-COUNTRY,0
6798800,ES,30,NO-COUNTRY,0
6799059,FI,54,NO-COUNTRY,0
6801647,FR,1114,NO-COUNTRY,0
6806675,GB,724,NO-COUNTRY,0
6808999,HK,12,NO-COUNTRY,0
6809453,HU,44,NO-COUNTRY,0
6809558,ID,1,NO-COUNTRY,0
6809595,IE,15,NO-COUNTRY,0
6809835,IL,69,NO-COUNTRY,0
6810104,IN,1,NO-COUNTRY,0
6810112,IS,1,NO-COUNTRY,0
6810991,IT,242,NO-COUNTRY,0
6829728,JP,8300,NO-COUNTRY,0
6854195,KR,33,NO-COUNTRY,0
6854311,LU,2,NO-COUNTRY,0
6854420,MX,3,NO-COUNTRY,0
6854474,MY,1,NO-COUNTRY,0
6855052,NL,390,NO-COUNTRY,0
6855930,NO,20,NO-COUNTRY,0
6856073,NZ,9,NO-COUNTRY,0
6856160,PL,4,NO-COUNTRY,0
6856180,RO,6,NO-COUNTRY,0
6856620,SE,131,NO-COUNTRY,0
6857643,SU,55,NO-COUNTRY,0
6857920,SV,1,NO-COUNTRY,0
6857922,TH,1,NO-COUNTRY,0
6858007,TW,86,NO-COUNTRY,0
6886908,US,12060,NO-COUNTRY,0
6927492,YU,8,NO-COUNTRY,0
6927571,ZA,12,NO-COUNTRY,0
