,COUNTRY,PATENT,CITING_COUNTRY,PATENT_COUNTRY_NUMBER
6347861,AT,61,NO-COUNTRY,0
6348465,AU,59,NO-COUNTRY,0
6349096,BE,47,NO-COUNTRY,0
6349310,BG,15,NO-COUNTRY,0
6349380,BR,2,NO-COUNTRY,0
6349411,BS,1,NO-COUNTRY,0
6350204,CA,306,NO-COUNTRY,0
6352480,CH,293,NO-COUNTRY,0
6353593,CO,2,NO-COUNTRY,0
6353597,CR,4,NO-COUNTRY,0
6353691,CS,23,NO-COUNTRY,0
6360240,DE,1935,NO-COUNTRY,0
6368296,DK,41,NO-COUNTRY,0
6368489,EG,1,NO-COUNTRY,0
6368534,ES,16,NO-COUNTRY,0
6368739,FI,39,NO-COUNTRY,0
6371005,FR,828,NO-COUNTRY,0
6375313,GB,673,NO-COUNTRY,0
6377706,HK,10,NO-COUNTRY,0
6378166,HU,23,NO-COUNTRY,0
6378284,ID,2,NO-COUNTRY,0
6378317,IE,5,NO-COUNTRY,0
6378458,IL,44,NO-COUNTRY,0
6379508,IT,144,NO-COUNTRY,0
6393941,JP,5738,NO-COUNTRY,0
6420098,KR,2,NO-COUNTRY,0
6420127,KY,2,NO-COUNTRY,0
6420134,LI,2,NO-COUNTRY,0
6420159,LU,7,NO-COUNTRY,0
6420255,MX,5,NO-COUNTRY,0
6420797,NL,333,NO-COUNTRY,0
6421591,NO,14,NO-COUNTRY,0
6421692,NZ,7,NO-COUNTRY,0
6421732,PH,1,NO-COUNTRY,0
6421758,PL,5,NO-COUNTRY,0
6421777,PT,1,NO-COUNTRY,0
6421779,RO,7,NO-COUNTRY,0
6421786,SA,4,NO-COUNTRY,0
6422166,SE,206,NO-COUNTRY,0
6423091,SG,3,NO-COUNTRY,0
6423431,SU,203,NO-COUNTRY,0
6424080,TW,27,NO-COUNTRY,0
6449228,US,10696,NO-COUNTRY,0
6487656,VE,4,NO-COUNTRY,0
6487674,YU,8,NO-COUNTRY,0
6487738,ZA,27,NO-COUNTRY,0
